Application_ID,Customer_ID,Application_Date,Loan_Amount,Loan_Type,Channel,Status,Decision_Time_Hours
2588,1371,2025-06-06,159321,Mortgage,Branch,Rejected,43
2589,164,2023-05-12,905103,SME,Online,Approved,63
2590,525,2024-11-04,3059079,SME,Branch,Approved,56
2591,1018,2021-02-19,1299037,Personal,Branch,Approved,59
2592,2820,2023-02-09,191084,Mortgage,Branch,Rejected,43
2593,842,2022-12-18,1271369,SME,Online,Rejected,35
2594,1920,2022-03-17,386619,SME,Online,Approved,32
2595,554,2021-09-25,2539035,Mortgage,Online,Rejected,58
2596,2020,2025-05-09,3032303,SME,Online,Approved,35
2597,1729,2024-11-20,1436176,SME,Branch,Approved,48
2598,2076,2024-08-05,1918519,Personal,Online,Approved,36
2599,2374,2021-03-26,1065356,Mortgage,Online,Rejected,59
2600,2697,2021-06-20,2636599,Personal,Online,Approved,38
2601,2420,2021-05-09,4251515,Personal,Online,Approved,53
2602,2142,2025-05-19,1551028,SME,Branch,Approved,57
2603,1306,2022-09-04,709524,Personal,Branch,Approved,41
2604,302,2022-10-01,2928162,SME,Online,Approved,42
2605,1999,2021-03-31,4210703,SME,Branch,Pending,35
2606,1486,2021-05-07,1682299,SME,Branch,Rejected,40
2607,1996,2022-08-09,2957606,SME,Branch,Pending,51
2608,2231,2023-12-26,1343970,Personal,Branch,Approved,55
2609,2284,2023-06-08,4770051,Mortgage,Branch,Approved,82
2610,524,2025-01-06,3609753,Personal,Online,Approved,52
2611,2262,2023-10-21,3206347,SME,Online,Approved,50
2612,1705,2022-03-26,4402689,SME,Online,Approved,45
2613,2516,2022-10-02,4065340,SME,Online,Approved,37
2614,1565,2022-05-30,1974333,SME,Online,Rejected,55
2615,2839,2023-04-15,537919,SME,Online,Approved,41
2616,765,2021-02-09,1867610,Mortgage,Online,Approved,55
2617,892,2021-11-20,2342438,Mortgage,Branch,Approved,34
2618,2454,2022-06-23,3379103,SME,Branch,Rejected,77
2619,1392,2021-05-05,1641431,SME,Branch,Rejected,32
2620,1211,2025-10-29,2495809,SME,Online,Approved,47
2621,175,2024-07-08,3530716,SME,Online,Approved,25
2622,2518,2021-08-12,3244586,Mortgage,Online,Rejected,67
2623,1148,2025-05-25,1811545,Mortgage,Online,Rejected,64
2624,723,2024-01-01,316819,Personal,Branch,Approved,43
2625,566,2023-09-20,4679483,SME,Branch,Rejected,24
2626,2421,2021-02-24,3729011,Personal,Branch,Approved,34
2627,1009,2021-11-13,2212675,Mortgage,Online,Rejected,64
2628,600,2023-10-04,369258,SME,Branch,Rejected,39
2629,1740,2024-03-18,2684358,Mortgage,Branch,Rejected,70
2630,2289,2021-06-01,1405039,Personal,Branch,Approved,77
2631,881,2022-02-19,2922460,SME,Online,Approved,38
2632,2984,2022-04-25,4026996,Personal,Online,Rejected,60
2633,142,2025-07-02,812481,SME,Branch,Approved,64
2634,2344,2022-02-08,3179235,Personal,Online,Approved,62
2635,972,2021-02-16,1017397,Mortgage,Branch,Approved,50
2636,1773,2021-01-07,2483669,SME,Branch,Rejected,30
2637,2773,2021-07-20,820603,Mortgage,Branch,Rejected,52
2638,1205,2025-04-06,438865,Personal,Online,Pending,39
2639,481,2024-01-27,1300557,SME,Branch,Rejected,40
2640,1824,2022-08-01,914906,Mortgage,Branch,Rejected,57
2641,2926,2023-09-14,3418755,Personal,Online,Approved,31
2642,2978,2022-11-12,3023733,Mortgage,Branch,Approved,36
2643,2933,2021-07-08,1136067,Mortgage,Branch,Rejected,31
2644,1598,2022-07-08,4566338,SME,Branch,Pending,67
2645,2655,2021-03-24,3393276,SME,Branch,Approved,6
2646,1468,2023-02-13,144777,Mortgage,Branch,Pending,33
2647,2926,2024-10-15,2698450,Mortgage,Online,Approved,28
2648,1567,2021-12-28,3593744,SME,Branch,Rejected,53
2649,2148,2023-01-01,847111,Personal,Online,Rejected,55
2650,2429,2023-01-25,3914582,Personal,Branch,Rejected,56
2651,1324,2025-06-13,1095549,Personal,Online,Approved,35
2652,1243,2024-10-31,910713,SME,Online,Rejected,71
2653,441,2024-05-09,1703135,SME,Online,Approved,27
2654,2753,2025-10-19,4085941,SME,Branch,Approved,64
2655,918,2024-06-02,4596820,SME,Branch,Approved,62
2656,983,2022-07-30,698348,Personal,Online,Approved,43
2657,2174,2024-03-26,533724,Mortgage,Online,Approved,46
2658,1031,2023-10-13,572518,SME,Branch,Approved,50
2659,1309,2023-03-11,3205099,Mortgage,Branch,Approved,42
2660,307,2023-06-03,3645607,Personal,Online,Approved,52
2661,249,2023-10-10,2113390,Personal,Online,Rejected,49
2662,508,2021-06-04,3099668,Personal,Branch,Approved,44
2663,2499,2025-07-20,1916471,Personal,Branch,Approved,59
2664,812,2023-05-23,1239037,SME,Online,Approved,63
2665,1232,2022-07-31,1607568,Personal,Branch,Rejected,44
2666,371,2021-04-15,547974,SME,Online,Approved,61
2667,2094,2023-06-09,2666174,SME,Branch,Rejected,68
2668,2924,2023-06-25,838088,Mortgage,Branch,Rejected,58
2669,1868,2021-05-15,4650854,Personal,Branch,Rejected,44
2670,571,2024-02-07,3501148,Personal,Online,Rejected,31
2671,1927,2025-05-07,4919323,SME,Branch,Rejected,52
2672,1784,2025-09-07,1616138,Mortgage,Online,Pending,57
2673,1687,2024-07-20,4735179,SME,Online,Approved,43
2674,215,2024-09-15,3086127,Personal,Branch,Approved,60
2675,1346,2024-08-22,2213357,Personal,Branch,Rejected,49
2676,913,2021-06-17,2048002,Personal,Branch,Approved,31
2677,174,2023-08-17,2443098,Personal,Online,Rejected,39
2678,228,2022-07-20,1565487,Mortgage,Online,Approved,81
2679,2273,2023-06-22,298823,Mortgage,Branch,Approved,40
2680,1267,2024-07-01,4852817,Personal,Online,Approved,44
2681,2309,2025-06-05,4456475,SME,Online,Approved,59
2682,1543,2023-07-15,3095982,Mortgage,Online,Approved,60
2683,550,2025-09-07,1374887,Mortgage,Branch,Approved,63
2684,1382,2021-01-22,3766631,Personal,Branch,Rejected,69
2685,409,2022-03-14,2787772,Mortgage,Online,Approved,44
2686,1370,2025-11-16,4418435,Mortgage,Online,Approved,47
2687,2566,2021-05-12,2274774,Mortgage,Branch,Rejected,51
2688,1112,2022-08-21,1565794,Mortgage,Online,Pending,47
2689,2705,2021-12-08,3785376,SME,Branch,Rejected,44
2690,1351,2022-04-19,314302,SME,Branch,Rejected,47
2691,1087,2022-07-22,3701257,Mortgage,Online,Approved,38
2692,592,2025-11-07,4831897,SME,Online,Rejected,61
2693,1597,2023-01-02,732152,Mortgage,Online,Pending,53
2694,2648,2021-01-23,2056132,SME,Branch,Approved,23
2695,898,2021-10-12,2302936,Personal,Branch,Rejected,52
2696,2559,2021-01-02,342462,SME,Online,Rejected,47
2697,3000,2025-02-14,1836305,Mortgage,Branch,Rejected,41
2698,109,2021-10-07,4574530,SME,Online,Rejected,54
2699,2252,2022-06-29,3395540,Personal,Branch,Approved,43
2700,1613,2024-01-16,1953470,Mortgage,Branch,Rejected,36
2701,2519,2023-01-12,1047714,Personal,Online,Approved,74
2702,2300,2025-10-28,3279520,Personal,Online,Rejected,59
2703,1780,2025-07-27,164627,Personal,Branch,Approved,59
2704,2799,2022-02-11,3809866,Personal,Branch,Pending,45
2705,2630,2023-03-10,2686842,Mortgage,Branch,Approved,51
2706,1368,2025-09-16,3844785,SME,Online,Rejected,24
2707,1565,2023-07-17,1236365,Mortgage,Branch,Rejected,43
2708,2987,2022-03-21,265957,Mortgage,Online,Approved,47
2709,1253,2025-08-01,886750,Mortgage,Online,Approved,52
2710,298,2023-11-11,2198113,SME,Branch,Rejected,39
2711,590,2023-03-03,2717196,Mortgage,Branch,Rejected,49
2712,817,2025-02-28,4200756,Mortgage,Branch,Rejected,49
2713,1832,2024-03-17,3826754,Personal,Online,Rejected,48
2714,2644,2021-05-19,4414077,Personal,Online,Approved,57
2715,12,2023-09-07,407687,SME,Online,Approved,47
2716,588,2023-02-27,3251514,Personal,Branch,Approved,40
2717,1202,2023-03-09,1175715,SME,Branch,Approved,76
2718,2088,2023-11-16,1508272,SME,Branch,Approved,29
2719,79,2024-06-05,2773140,Personal,Online,Rejected,34
2720,2534,2022-04-23,2913510,SME,Online,Rejected,49
2721,2041,2025-04-15,3184460,SME,Branch,Rejected,37
2722,125,2024-01-09,4657495,Personal,Branch,Approved,42
2723,1027,2022-06-20,1272056,Mortgage,Online,Rejected,44
2724,1555,2021-05-10,1579056,SME,Online,Approved,56
2725,1137,2025-08-01,3177571,Mortgage,Branch,Rejected,46
2726,2566,2021-04-18,1636151,SME,Branch,Rejected,45
2727,27,2021-04-29,1833330,SME,Online,Approved,67
2728,1254,2021-10-31,3962704,Mortgage,Online,Approved,50
2729,2506,2025-08-12,1975661,Mortgage,Branch,Approved,18
2730,802,2023-06-14,3652104,Personal,Branch,Rejected,52
2731,2004,2023-10-29,4070673,SME,Online,Rejected,29
2732,2932,2023-05-31,3200737,Mortgage,Branch,Approved,59
2733,1833,2021-02-20,229682,SME,Branch,Rejected,51
2734,1792,2025-01-18,2183761,Personal,Online,Pending,49
2735,2344,2023-11-11,3209288,Mortgage,Online,Approved,65
2736,2827,2023-08-06,1050364,Personal,Branch,Approved,47
2737,438,2022-01-08,1643128,Mortgage,Branch,Approved,34
2738,2772,2024-04-01,4775437,Mortgage,Online,Approved,63
2739,2774,2021-12-31,4066990,SME,Branch,Approved,63
2740,879,2022-08-19,1603598,Personal,Online,Pending,41
2741,641,2023-05-12,2191901,SME,Branch,Approved,49
2742,1995,2023-12-10,2303098,Mortgage,Online,Approved,61
2743,1631,2025-08-12,377957,SME,Online,Approved,48
2744,1192,2024-06-21,3388281,Mortgage,Branch,Approved,39
2745,167,2025-03-23,4695853,SME,Branch,Rejected,42
2746,1210,2023-06-02,4592440,Personal,Online,Pending,51
2747,1539,2021-05-29,1279246,Mortgage,Online,Approved,48
2748,2406,2022-08-11,1216475,SME,Online,Approved,29
2749,1452,2022-03-26,871883,Personal,Online,Approved,60
2750,504,2024-03-03,4482479,SME,Online,Rejected,68
2751,1466,2022-03-01,216585,Mortgage,Branch,Pending,63
2752,369,2021-10-24,4654683,Mortgage,Online,Approved,57
2753,2549,2021-09-16,1627572,SME,Online,Rejected,44
2754,331,2025-05-16,3935143,Personal,Branch,Approved,53
2755,1942,2025-07-21,1463080,SME,Online,Rejected,62
2756,741,2025-05-19,572389,SME,Branch,Approved,59
2757,882,2023-03-02,4822363,Mortgage,Branch,Pending,59
2758,1099,2022-07-28,1455485,SME,Online,Approved,62
2759,1845,2025-02-15,587849,SME,Online,Approved,54
2760,2670,2025-10-05,1611469,SME,Online,Approved,48
2761,1766,2024-01-11,4313071,SME,Online,Approved,60
2762,2869,2023-07-08,2003391,Mortgage,Branch,Rejected,52
2763,968,2025-12-26,1041124,Mortgage,Online,Approved,72
2764,2944,2025-05-18,3643563,SME,Online,Approved,74
2765,1211,2024-09-28,856834,Mortgage,Online,Approved,76
2766,2623,2022-12-07,1563105,Mortgage,Online,Approved,51
2767,1400,2022-08-25,3492783,Mortgage,Branch,Approved,65
2768,1073,2025-03-02,710150,Personal,Branch,Approved,51
2769,129,2022-06-03,2674639,Mortgage,Branch,Approved,35
2770,809,2024-09-04,3283629,Personal,Branch,Approved,57
2771,610,2022-04-13,3014239,Personal,Online,Rejected,37
2772,516,2025-12-02,954858,Mortgage,Online,Approved,53
2773,2251,2025-10-05,2969108,Personal,Online,Rejected,32
2774,1492,2023-09-10,3122798,Mortgage,Branch,Rejected,58
2775,1073,2022-01-01,4255644,Personal,Online,Pending,48
2776,1167,2021-07-16,3607565,Mortgage,Online,Approved,28
2777,2072,2023-08-01,581133,Personal,Branch,Approved,32
2778,2870,2023-09-20,2354386,Mortgage,Online,Approved,48
2779,305,2021-06-28,1310907,Mortgage,Online,Approved,62
2780,2798,2025-02-10,4182760,Mortgage,Branch,Approved,35
2781,797,2025-03-15,3044064,SME,Branch,Approved,33
2782,819,2024-10-24,901828,SME,Branch,Rejected,46
2783,649,2021-09-03,1111237,Mortgage,Online,Pending,54
2784,2017,2025-05-04,1525529,SME,Online,Approved,60
2785,121,2021-05-19,298742,Personal,Branch,Rejected,23
2786,1969,2025-06-03,712852,SME,Branch,Rejected,47
2787,1878,2023-01-01,4189058,Personal,Branch,Approved,39
2788,2476,2023-12-28,1765222,SME,Online,Rejected,58
2789,1649,2021-05-17,3768903,SME,Online,Approved,54
2790,1611,2024-03-04,356653,Mortgage,Online,Approved,26
2791,2236,2022-05-08,1465750,Mortgage,Online,Approved,48
2792,485,2022-03-12,1049934,SME,Online,Pending,49
2793,901,2025-01-04,2521379,Personal,Branch,Approved,47
2794,756,2022-11-18,3380379,Personal,Online,Pending,49
2795,433,2024-11-23,1321649,SME,Online,Rejected,59
2796,1024,2025-07-05,4087393,Personal,Branch,Approved,42
2797,2784,2023-04-06,1469218,SME,Online,Approved,44
2798,51,2022-02-02,2549937,SME,Online,Approved,60
2799,1764,2023-05-10,1355617,SME,Online,Approved,67
2800,1543,2021-01-21,3813500,SME,Online,Rejected,36
2801,206,2025-06-25,2631958,Personal,Branch,Rejected,55
2802,2697,2021-07-27,3470726,Mortgage,Branch,Rejected,43
2803,384,2024-07-08,4664606,Personal,Online,Approved,57
2804,2462,2025-12-07,3828703,SME,Branch,Approved,29
2805,2229,2024-08-12,4799791,Personal,Branch,Approved,47
2806,1324,2022-10-17,4704254,Personal,Online,Approved,27
2807,932,2025-11-26,2239225,Mortgage,Branch,Rejected,40
2808,134,2024-05-12,2957778,Personal,Online,Rejected,64
2809,2505,2025-04-07,419200,Mortgage,Branch,Approved,56
2810,1331,2023-07-24,1034257,Mortgage,Branch,Rejected,50
2811,2270,2022-03-19,4746040,Personal,Online,Approved,49
2812,811,2023-04-07,1654229,Mortgage,Online,Approved,62
2813,410,2021-02-23,4188782,Personal,Online,Approved,53
2814,744,2025-01-10,3264670,Personal,Branch,Approved,50
2815,1846,2022-06-26,1978209,SME,Branch,Rejected,33
2816,2678,2022-03-14,722664,Mortgage,Branch,Approved,70
2817,2142,2022-03-11,1011118,SME,Branch,Pending,34
2818,660,2022-07-23,3322327,SME,Branch,Rejected,36
2819,1302,2021-03-18,232004,SME,Online,Approved,53
2820,2217,2023-04-11,388169,Personal,Branch,Approved,77
2821,1790,2022-03-03,1385051,Mortgage,Online,Approved,48
2822,675,2024-08-13,2280473,Personal,Online,Approved,40
2823,2488,2024-06-21,2734995,Personal,Online,Rejected,72
2824,2435,2022-10-04,420533,SME,Online,Pending,47
2825,2759,2024-03-03,4519115,SME,Branch,Approved,49
2826,687,2025-07-13,4667404,SME,Branch,Approved,57
2827,1395,2025-04-25,4994797,Mortgage,Online,Rejected,57
2828,959,2024-01-23,4269539,Mortgage,Branch,Approved,52
2829,2882,2022-07-21,4423399,SME,Online,Approved,55
2830,1100,2022-08-26,562221,Personal,Branch,Approved,66
2831,2991,2024-05-18,4206622,Personal,Branch,Approved,46
2832,492,2023-01-30,3827360,SME,Online,Approved,43
2833,1966,2021-10-31,951498,Mortgage,Branch,Approved,64
2834,808,2021-01-25,549107,Mortgage,Branch,Rejected,51
2835,108,2024-09-15,1485328,Mortgage,Branch,Approved,50
2836,278,2021-07-09,2248882,Mortgage,Branch,Approved,50
2837,1214,2021-08-06,156618,Personal,Online,Approved,47
2838,1363,2023-03-02,1732710,Personal,Online,Rejected,50
2839,2649,2023-12-02,3033974,Personal,Online,Approved,52
2840,2765,2025-04-06,140200,Personal,Online,Approved,22
2841,1236,2024-04-01,1081814,Personal,Branch,Approved,57
2842,1542,2023-08-09,4894051,Mortgage,Online,Approved,43
2843,759,2023-01-01,2988016,Mortgage,Online,Rejected,36
2844,2153,2021-08-12,3836529,Mortgage,Online,Approved,42
2845,1298,2024-06-07,1529537,SME,Online,Approved,43
2846,1070,2022-02-09,419820,Personal,Online,Pending,38
2847,2781,2023-06-10,2013416,Personal,Online,Approved,51
2848,1447,2023-07-14,4518970,Mortgage,Branch,Approved,40
2849,97,2022-01-14,643929,Personal,Branch,Rejected,44
2850,65,2021-06-11,4751934,Personal,Online,Approved,59
2851,481,2025-07-15,556972,SME,Online,Pending,40
2852,1118,2022-01-25,3383490,Personal,Branch,Approved,32
2853,742,2024-04-06,3121837,Personal,Branch,Approved,62
2854,911,2022-08-30,3555213,Mortgage,Online,Approved,55
2855,2452,2021-08-02,4248597,SME,Branch,Rejected,70
2856,2332,2022-04-17,3639936,Mortgage,Online,Approved,59
2857,715,2025-09-06,2878145,Mortgage,Online,Approved,64
2858,1202,2025-10-15,2688956,Personal,Online,Approved,54
2859,1758,2024-09-27,3436918,Personal,Online,Approved,43
2860,1953,2022-08-10,2086599,Personal,Branch,Rejected,33
2861,2671,2022-04-03,3440521,Personal,Branch,Rejected,50
2862,2622,2025-01-22,4249277,Personal,Branch,Approved,55
2863,2454,2024-02-19,2417322,Mortgage,Branch,Rejected,48
2864,2128,2022-02-23,2133324,SME,Online,Approved,31
2865,2981,2022-10-19,514437,Personal,Branch,Approved,61
2866,63,2024-12-24,2815804,SME,Online,Approved,44
2867,1904,2023-05-23,2253850,Personal,Online,Approved,63
2868,1903,2023-04-01,1289183,Mortgage,Online,Rejected,46
2869,2561,2023-04-18,3977369,Personal,Branch,Rejected,55
2870,1201,2024-08-03,454235,Mortgage,Branch,Pending,47
2871,501,2021-07-24,601195,Personal,Branch,Approved,40
2872,2253,2022-06-16,3015427,SME,Branch,Rejected,73
2873,227,2024-08-31,2106161,Personal,Online,Rejected,59
2874,2834,2025-07-23,2378901,Mortgage,Online,Rejected,61
2875,1446,2022-06-04,1100520,SME,Branch,Approved,60
2876,2928,2023-06-17,4177482,Mortgage,Branch,Approved,65
2877,2773,2022-10-19,319746,Personal,Branch,Approved,39
2878,2443,2025-09-22,1016049,Personal,Online,Approved,50
2879,2231,2021-08-23,4952330,Personal,Branch,Approved,37
2880,683,2021-01-24,2214820,Mortgage,Online,Rejected,47
2881,1912,2024-09-18,3124735,Mortgage,Branch,Pending,52
2882,2080,2023-08-04,1985113,Mortgage,Online,Rejected,48
2883,70,2023-10-12,2692925,Mortgage,Branch,Rejected,57
2884,2255,2024-10-16,1309613,Personal,Online,Rejected,31
2885,260,2025-02-17,616408,Personal,Branch,Approved,60
2886,674,2024-11-24,1376253,SME,Online,Approved,41
2887,1589,2025-09-02,1798638,Personal,Branch,Approved,57
2888,923,2021-03-25,2441848,Personal,Branch,Pending,61
2889,85,2024-07-01,3551543,SME,Online,Rejected,32
2890,2389,2021-08-15,946087,Personal,Online,Rejected,60
2891,1936,2021-05-12,895450,SME,Online,Rejected,50
2892,75,2021-02-27,1717808,SME,Branch,Approved,37
2893,2906,2022-05-25,2520478,Mortgage,Online,Approved,46
2894,1784,2021-12-31,4284677,SME,Branch,Approved,65
2895,330,2022-01-13,3650418,Personal,Online,Approved,47
2896,1225,2023-08-09,1810212,SME,Branch,Approved,57
2897,866,2022-01-26,2981369,Mortgage,Online,Rejected,48
2898,340,2025-04-04,2725487,Personal,Branch,Rejected,38
2899,377,2022-10-02,4358869,Personal,Online,Rejected,45
2900,2549,2025-08-01,532759,Personal,Online,Approved,27
2901,1204,2021-06-24,3712869,Mortgage,Online,Approved,33
2902,1782,2022-05-14,1995614,SME,Branch,Approved,46
2903,2468,2022-11-07,1053777,Mortgage,Online,Approved,56
2904,2604,2022-12-09,4640098,SME,Branch,Rejected,70
2905,59,2025-07-26,205332,Mortgage,Branch,Approved,70
2906,2244,2021-12-20,1811723,Mortgage,Branch,Approved,40
2907,1333,2021-08-18,1834532,Personal,Branch,Approved,67
2908,78,2023-01-04,4989519,SME,Online,Pending,55
2909,1053,2025-02-23,1448742,SME,Branch,Approved,47
2910,2936,2022-04-13,3707757,Personal,Online,Approved,39
2911,2497,2021-08-18,1051336,SME,Branch,Approved,44
2912,2058,2021-03-28,4387008,Mortgage,Branch,Rejected,42
2913,4,2023-11-13,138708,Mortgage,Branch,Rejected,56
2914,881,2024-11-02,4162407,Mortgage,Branch,Approved,52
2915,2,2024-02-19,3927302,Personal,Online,Approved,33
2916,1703,2023-06-01,505978,Mortgage,Online,Approved,58
2917,2081,2024-03-26,1261993,Mortgage,Online,Rejected,44
2918,1563,2024-06-04,1284110,Personal,Online,Approved,55
2919,2024,2022-06-22,981866,SME,Online,Approved,55
2920,2849,2021-04-24,853369,Personal,Branch,Approved,47
2921,504,2023-11-26,757994,Mortgage,Online,Approved,46
2922,480,2023-08-15,4199999,Mortgage,Branch,Approved,51
2923,512,2021-04-26,2176020,Mortgage,Branch,Rejected,37
2924,986,2022-01-15,2568635,SME,Online,Rejected,53
2925,1958,2023-03-25,4922115,Mortgage,Online,Approved,58
2926,2032,2025-08-06,3927810,Mortgage,Online,Approved,48
2927,2232,2024-08-09,3713944,Mortgage,Branch,Approved,41
2928,1470,2023-09-07,1821575,Personal,Online,Rejected,62
2929,2209,2022-02-05,2587673,Personal,Branch,Rejected,60
2930,1206,2022-06-10,4113155,Mortgage,Branch,Rejected,40
2931,90,2021-03-05,4795111,SME,Online,Pending,42
2932,2848,2023-04-04,264957,Personal,Branch,Rejected,38
2933,2505,2025-10-10,561185,Mortgage,Branch,Rejected,75
2934,2100,2024-11-29,749611,Personal,Branch,Approved,28
2935,890,2025-09-30,2616969,Personal,Online,Approved,79
2936,1345,2023-03-25,3582092,Personal,Online,Rejected,70
2937,2122,2025-02-08,1835107,Mortgage,Branch,Approved,41
2938,970,2025-11-27,3678138,Personal,Online,Approved,54
2939,1949,2021-06-13,2849292,Mortgage,Online,Rejected,55
2940,1314,2023-11-11,3066450,SME,Online,Approved,54
2941,557,2024-12-30,1573272,SME,Branch,Rejected,35
2942,1052,2021-05-06,4978096,Personal,Online,Pending,45
2943,138,2023-09-21,190061,Personal,Online,Rejected,59
2944,549,2024-08-12,2396581,Mortgage,Online,Rejected,64
2945,2409,2024-03-27,3953207,Personal,Branch,Pending,50
2946,402,2025-11-16,2336210,SME,Branch,Approved,54
2947,338,2023-06-10,551616,SME,Branch,Rejected,27
2948,2039,2025-09-29,843206,Mortgage,Online,Approved,55
2949,2926,2021-06-24,652302,SME,Online,Rejected,49
2950,1912,2025-11-30,2066996,Mortgage,Branch,Approved,50
2951,2153,2021-07-22,2696016,Personal,Branch,Pending,57
2952,2219,2022-09-05,2821131,Mortgage,Online,Approved,44
2953,668,2024-02-22,4654182,Mortgage,Branch,Rejected,37
2954,771,2022-10-29,1645181,Personal,Branch,Approved,64
2955,936,2022-01-06,4488949,Mortgage,Online,Approved,48
2956,2323,2024-08-05,3853973,Personal,Branch,Approved,57
2957,533,2023-12-19,4447239,SME,Branch,Approved,35
2958,51,2025-08-29,2814195,Personal,Branch,Approved,41
2959,1078,2025-07-13,4344752,Personal,Online,Approved,61
2960,1988,2023-11-06,3066979,Personal,Online,Rejected,57
2961,2950,2024-08-12,2166629,SME,Online,Pending,43
2962,1648,2022-12-11,1075207,SME,Branch,Rejected,41
2963,1534,2024-04-11,320179,Personal,Online,Approved,59
2964,379,2025-05-26,4191619,SME,Branch,Approved,30
2965,2339,2024-02-03,3502404,Personal,Branch,Approved,37
2966,900,2022-03-21,1711180,Personal,Online,Approved,51
2967,2663,2021-07-21,1417807,SME,Branch,Rejected,41
2968,2357,2023-01-03,2594839,Personal,Online,Approved,56
2969,2308,2025-09-18,2252239,Personal,Online,Rejected,43
2970,425,2025-12-29,1910753,Personal,Online,Approved,57
2971,1713,2021-01-29,1897615,Mortgage,Online,Rejected,47
2972,2562,2024-12-04,2182832,Mortgage,Online,Approved,45
2973,1082,2022-12-05,2042757,Personal,Branch,Approved,54
2974,2166,2022-11-19,4896666,SME,Online,Approved,78
2975,1170,2023-12-11,4109327,Personal,Online,Approved,41
2976,526,2021-05-02,4279408,Personal,Branch,Approved,34
2977,1244,2025-09-15,1124395,Personal,Online,Rejected,60
2978,933,2023-02-08,557736,SME,Online,Approved,54
2979,36,2023-10-25,4491324,Personal,Online,Approved,41
2980,172,2021-09-17,1466807,SME,Online,Rejected,59
2981,2977,2022-03-08,1073762,Personal,Branch,Approved,37
2982,2763,2023-04-15,4702046,Mortgage,Online,Approved,39
2983,1502,2023-08-18,4076441,Mortgage,Branch,Rejected,48
2984,2066,2023-01-18,2193041,SME,Online,Rejected,57
2985,252,2021-12-06,815382,SME,Branch,Rejected,53
2986,2321,2024-06-30,483995,Personal,Online,Approved,63
2987,2866,2021-01-06,765073,Personal,Online,Approved,38
2988,2096,2022-05-18,1182569,Personal,Online,Approved,45
2989,1340,2022-04-06,3903805,Personal,Online,Approved,63
2990,2923,2022-08-24,2391472,SME,Branch,Approved,49
2991,2655,2021-06-05,3495784,Mortgage,Branch,Approved,47
2992,1477,2025-09-04,1917669,Personal,Branch,Approved,44
2993,1406,2025-08-08,164902,SME,Online,Pending,27
2994,462,2023-08-02,4091082,Personal,Branch,Rejected,38
2995,2654,2023-01-14,2488842,Personal,Online,Approved,37
2996,1630,2022-01-29,1671809,SME,Online,Rejected,59
2997,860,2021-07-29,165749,SME,Online,Approved,70
2998,2905,2023-05-11,3462767,Personal,Online,Approved,71
2999,1864,2025-06-22,2818929,Mortgage,Branch,Pending,63
3000,564,2021-06-29,3749722,Personal,Branch,Rejected,54
3001,1833,2023-11-24,723891,Mortgage,Online,Approved,29
3002,499,2023-03-14,2141806,Mortgage,Branch,Rejected,51
3003,531,2025-10-17,1696817,Personal,Online,Rejected,54
3004,786,2023-04-16,822531,SME,Online,Rejected,41
3005,228,2023-06-28,1039644,SME,Online,Approved,38
3006,1701,2021-07-11,4781410,Mortgage,Branch,Approved,50
3007,26,2024-06-28,2043549,Personal,Branch,Pending,55
3008,1627,2023-12-05,2627234,SME,Online,Rejected,35
3009,1159,2024-08-07,4245327,Mortgage,Branch,Rejected,49
3010,951,2021-12-07,3687826,Mortgage,Branch,Rejected,63
3011,1685,2025-02-25,3121075,SME,Online,Pending,65
3012,747,2023-01-03,2180425,SME,Branch,Rejected,39
3013,2428,2021-11-20,3998186,Mortgage,Branch,Approved,33
3014,2694,2025-01-21,101803,Mortgage,Online,Rejected,45
3015,2969,2023-02-02,913549,SME,Online,Rejected,48
3016,2362,2024-05-19,4310790,Mortgage,Online,Approved,39
3017,813,2025-07-02,2354047,Mortgage,Branch,Approved,55
3018,1786,2025-05-13,1563628,Personal,Online,Pending,34
3019,1682,2025-10-31,671631,Mortgage,Branch,Approved,55
3020,1423,2022-04-05,4122255,Mortgage,Branch,Rejected,49
3021,100,2023-01-25,2795067,Personal,Online,Approved,52
3022,1366,2024-01-20,4174523,Mortgage,Branch,Approved,40
3023,1511,2021-08-08,2947578,Mortgage,Online,Approved,46
3024,1288,2025-09-02,846918,Mortgage,Branch,Approved,66
3025,1486,2025-06-20,546278,SME,Branch,Rejected,50
3026,2496,2021-08-02,3142996,SME,Online,Approved,31
3027,2445,2021-12-03,2544199,Mortgage,Branch,Approved,51
3028,1715,2022-07-02,3436745,Personal,Branch,Approved,34
3029,2118,2022-05-20,3794701,SME,Branch,Approved,55
3030,922,2021-04-21,3995504,Personal,Branch,Rejected,23
3031,1786,2022-03-01,679443,Personal,Online,Approved,44
3032,129,2025-10-28,3155029,Personal,Online,Approved,27
3033,665,2024-10-02,3651929,SME,Online,Approved,49
3034,2850,2021-12-06,2488078,Mortgage,Online,Approved,44
3035,1721,2025-12-28,3948795,Personal,Branch,Rejected,47
3036,1944,2024-09-14,717518,Personal,Branch,Approved,63
3037,2913,2024-02-18,1558573,SME,Online,Approved,44
3038,2235,2022-04-16,532457,Personal,Online,Rejected,54
3039,2523,2025-02-21,655833,SME,Branch,Approved,47
3040,1319,2021-12-24,1933733,Mortgage,Branch,Rejected,49
3041,1845,2025-04-13,1835726,SME,Online,Rejected,43
3042,1252,2022-03-14,513647,Personal,Online,Approved,49
