Customer_ID,Parish,Age,Employment_Status,Annual_Income,Risk_Profile,KYC_Status
532,St. Catherine,28,Self-Employed,6736419,Low,Verified
533,St. Catherine,53,Employed,2939934,Low,Verified
534,Clarendon,43,Employed,1247628,Low,Pending
535,St. James,45,Self-Employed,6103441,Low,Pending
536,Clarendon,28,Employed,3367592,Low,Pending
537,St. James,65,Self-Employed,3819065,Medium,Pending
538,St. James,42,Employed,4859319,High,Verified
539,St. Catherine,24,Employed,1264535,Low,Verified
540,Manchester,60,Employed,6535112,High,Rejected
541,Kingston,23,Employed,3448191,Medium,Verified
542,St. Catherine,49,Self-Employed,2148894,Medium,Verified
543,St. Catherine,61,Unemployed,6951990,Medium,Verified
544,Manchester,49,Employed,856572,Low,Verified
545,Kingston,54,Self-Employed,6890728,High,Pending
546,Clarendon,54,Self-Employed,4350985,Medium,Verified
547,Clarendon,48,Employed,3313595,High,Pending
548,St. Catherine,33,Unemployed,2933221,Medium,Verified
549,Kingston,35,Employed,1537550,High,Verified
550,St. Catherine,43,Self-Employed,5807106,Medium,Verified
551,St. James,64,Unemployed,2598954,Low,Verified
552,St. Catherine,46,Self-Employed,2760350,Low,Verified
553,St. Catherine,24,Employed,1582533,Low,Verified
554,Clarendon,46,Unemployed,1729090,Low,Verified
555,Clarendon,60,Self-Employed,3602743,Low,Verified
556,Clarendon,29,Self-Employed,1187902,High,Verified
557,St. James,25,Self-Employed,6965706,Medium,Verified
558,Clarendon,52,Employed,2700302,High,Verified
559,Kingston,40,Unemployed,6646636,High,Verified
560,Manchester,31,Employed,1484659,Medium,Pending
561,Kingston,35,Employed,1239717,High,Verified
562,Kingston,52,Employed,1512494,Medium,Pending
563,Clarendon,48,Unemployed,7727416,High,Pending
564,Manchester,42,Employed,7494449,Low,Verified
565,Manchester,61,Employed,6185201,Low,Pending
566,Manchester,37,Employed,4590918,Low,Verified
567,St. James,46,Employed,3967118,Medium,Pending
568,Clarendon,64,Self-Employed,3041105,Medium,Pending
569,Manchester,27,Employed,2120307,Low,Verified
570,St. James,62,Self-Employed,3122024,Low,Verified
571,St. Catherine,46,Employed,3364695,High,Verified
572,St. Catherine,45,Unemployed,5887745,Medium,Verified
573,St. James,30,Self-Employed,5475431,Low,Verified
574,St. James,65,Self-Employed,7572819,Medium,Verified
575,Clarendon,39,Self-Employed,7854378,Medium,Verified
576,Clarendon,31,Self-Employed,5919641,High,Verified
577,St. Catherine,33,Unemployed,6553670,Low,Rejected
578,Manchester,28,Employed,1895589,Low,Pending
579,St. Catherine,60,Self-Employed,5635933,Low,Verified
580,Manchester,24,Unemployed,1714217,Low,Verified
581,Manchester,67,Self-Employed,4664708,High,Verified
582,Clarendon,51,Employed,6189706,Low,Verified
583,Kingston,48,Self-Employed,5626176,High,Pending
584,Kingston,31,Unemployed,878113,Low,Verified
585,St. James,63,Employed,7581303,High,Verified
586,Clarendon,21,Unemployed,2721792,Low,Pending
587,Manchester,69,Employed,5162113,High,Rejected
588,Kingston,67,Employed,6554068,High,Verified
589,Manchester,58,Employed,2339219,High,Verified
590,Kingston,44,Self-Employed,5280572,Low,Verified
591,Kingston,67,Unemployed,4802262,Low,Verified
592,Kingston,51,Unemployed,5389716,Medium,Rejected
593,Clarendon,61,Unemployed,4793687,Low,Verified
594,St. Catherine,66,Employed,3289667,Low,Verified
595,Manchester,46,Self-Employed,5090955,Low,Pending
596,Clarendon,69,Employed,2095125,Medium,Pending
597,Clarendon,25,Unemployed,885395,Medium,Rejected
598,Clarendon,40,Self-Employed,7627089,Low,Verified
599,Clarendon,61,Self-Employed,6863389,Low,Verified
600,Clarendon,31,Self-Employed,5360141,Low,Verified
601,St. James,53,Unemployed,1933859,Medium,Verified
602,Manchester,58,Self-Employed,1893060,Low,Verified
603,Clarendon,47,Self-Employed,3498954,Low,Verified
604,Manchester,54,Employed,4035863,High,Verified
605,St. James,35,Employed,3195067,High,Pending
606,St. James,52,Self-Employed,4451422,High,Verified
607,Manchester,41,Self-Employed,5183030,High,Pending
608,Kingston,66,Employed,6482636,Low,Verified
609,St. Catherine,25,Employed,1014223,Medium,Pending
610,Kingston,26,Employed,4969495,Low,Verified
611,Kingston,58,Unemployed,7988172,Medium,Pending
612,Kingston,42,Unemployed,6160279,Low,Verified
613,Clarendon,38,Employed,6934197,Medium,Verified
614,St. James,34,Self-Employed,3412761,Medium,Pending
615,Kingston,30,Employed,2795457,Low,Verified
616,St. James,66,Unemployed,1813071,Medium,Verified
617,Manchester,33,Self-Employed,6223525,Low,Pending
618,St. Catherine,51,Unemployed,5692397,Low,Pending
619,Manchester,50,Self-Employed,4075072,Low,Verified
620,Manchester,23,Unemployed,4088560,Low,Verified
621,Clarendon,50,Self-Employed,2486090,Low,Verified
622,St. Catherine,26,Self-Employed,5617842,High,Verified
623,Manchester,49,Self-Employed,1087906,Low,Rejected
624,Manchester,28,Self-Employed,4127786,Low,Verified
625,St. Catherine,64,Unemployed,6732572,Low,Verified
626,St. Catherine,65,Unemployed,4116900,Medium,Rejected
627,Manchester,63,Self-Employed,1984592,Medium,Verified
628,St. Catherine,64,Self-Employed,2945977,Medium,Verified
629,Manchester,53,Unemployed,2911029,Medium,Verified
630,Manchester,37,Self-Employed,7514662,High,Verified
631,Clarendon,68,Self-Employed,3026217,High,Verified
632,Kingston,31,Self-Employed,1432731,Medium,Verified
633,Manchester,33,Employed,1161756,Low,Verified
634,St. James,31,Self-Employed,3014826,Medium,Verified
635,Kingston,51,Employed,4060802,Medium,Verified
636,Kingston,48,Self-Employed,2821363,Medium,Verified
637,Kingston,64,Unemployed,1317257,High,Verified
638,Clarendon,26,Employed,5390778,Medium,Verified
639,Manchester,61,Employed,2100457,High,Verified
640,Clarendon,36,Self-Employed,5025933,Low,Verified
641,Manchester,24,Self-Employed,5949387,Low,Verified
642,Clarendon,55,Employed,6196910,Low,Verified
643,Clarendon,68,Unemployed,2281257,High,Pending
644,St. James,46,Unemployed,2851933,High,Verified
645,Clarendon,32,Self-Employed,3699359,Medium,Pending
646,St. Catherine,31,Unemployed,6512671,Medium,Pending
647,St. James,57,Unemployed,3586719,Medium,Verified
648,Clarendon,45,Self-Employed,4361497,High,Verified
649,Kingston,38,Unemployed,7014016,High,Rejected
650,St. Catherine,39,Self-Employed,1062199,Medium,Verified
651,St. Catherine,43,Employed,3670524,Medium,Pending
652,St. Catherine,58,Self-Employed,1937273,Low,Verified
653,St. James,38,Employed,7779689,Medium,Verified
654,Clarendon,46,Employed,4667293,Low,Verified
655,Clarendon,26,Unemployed,6907511,Low,Verified
656,Kingston,24,Unemployed,6199270,High,Verified
657,Kingston,64,Unemployed,833734,Medium,Verified
658,St. Catherine,49,Self-Employed,1013299,High,Rejected
659,Kingston,54,Unemployed,3571034,Low,Pending
660,St. James,37,Employed,942728,Low,Verified
661,Clarendon,63,Unemployed,1471253,Low,Pending
662,St. Catherine,63,Unemployed,2353185,Low,Pending
663,Kingston,36,Self-Employed,7894381,Low,Rejected
664,St. James,22,Self-Employed,7488304,Low,Verified
665,St. James,54,Employed,7711616,Low,Pending
666,Kingston,28,Self-Employed,1806152,Low,Verified
667,Clarendon,33,Unemployed,7415379,Low,Verified
668,Kingston,62,Self-Employed,1493812,Medium,Rejected
669,St. Catherine,28,Employed,2517202,Low,Verified
670,Kingston,50,Unemployed,6426211,Medium,Verified
671,St. James,52,Employed,4062331,Medium,Pending
672,Kingston,56,Self-Employed,4793767,Low,Verified
673,Clarendon,67,Self-Employed,6584108,High,Pending
674,Manchester,50,Employed,4625091,Medium,Pending
675,Kingston,21,Unemployed,1452168,Medium,Verified
676,Clarendon,63,Self-Employed,7714152,Low,Verified
677,Clarendon,59,Self-Employed,5815551,Medium,Pending
678,St. James,37,Unemployed,7140753,High,Verified
679,Clarendon,40,Self-Employed,7151563,Low,Rejected
680,Clarendon,44,Employed,7436393,Low,Pending
681,Clarendon,42,Self-Employed,7501354,Low,Verified
682,Clarendon,49,Self-Employed,4489638,Medium,Verified
683,St. Catherine,42,Unemployed,5286856,Low,Rejected
684,St. Catherine,64,Employed,7755653,Medium,Verified
685,St. James,29,Unemployed,7024594,Low,Verified
686,Kingston,57,Self-Employed,1995055,High,Pending
687,Clarendon,30,Self-Employed,2008957,Low,Pending
688,Kingston,56,Unemployed,7032302,Low,Verified
689,Kingston,57,Unemployed,1941766,Medium,Verified
690,St. James,48,Unemployed,1576644,Low,Verified
691,Clarendon,48,Employed,7059471,Low,Pending
692,Clarendon,62,Self-Employed,4163712,Low,Pending
693,Manchester,63,Unemployed,1324658,Medium,Rejected
694,Kingston,41,Self-Employed,6419236,High,Verified
695,Kingston,44,Employed,1586918,High,Pending
696,St. Catherine,62,Employed,6853074,Low,Rejected
697,Manchester,60,Employed,7642357,Low,Verified
698,St. Catherine,22,Employed,803196,Medium,Verified
699,St. Catherine,28,Self-Employed,2349648,Medium,Pending
700,St. Catherine,68,Employed,4457919,Low,Verified
701,St. James,47,Employed,6929877,Low,Verified
702,St. James,42,Unemployed,6905661,Low,Verified
703,St. Catherine,57,Employed,7942727,Medium,Verified
704,Manchester,47,Unemployed,4478588,Low,Verified
705,Kingston,49,Employed,3403680,High,Verified
706,Manchester,23,Employed,2270017,Low,Rejected
707,Clarendon,64,Unemployed,3467293,Low,Pending
708,St. James,33,Employed,7009774,Low,Pending
709,Kingston,65,Self-Employed,3584787,Low,Verified
710,Kingston,30,Self-Employed,1658811,Low,Pending
711,Clarendon,56,Employed,4864337,Low,Pending
712,Clarendon,29,Self-Employed,6158954,Low,Verified
713,St. Catherine,47,Unemployed,3464649,Low,Verified
714,St. James,54,Employed,4436119,Low,Verified
715,St. James,21,Employed,3857143,High,Pending
716,Manchester,52,Unemployed,4356995,Medium,Verified
717,St. Catherine,45,Unemployed,2467108,Medium,Pending
718,St. Catherine,49,Unemployed,3653507,Low,Verified
719,St. Catherine,27,Employed,2581336,Low,Verified
720,St. Catherine,69,Unemployed,1424588,Low,Pending
721,St. James,23,Unemployed,2954327,Medium,Verified
722,St. James,40,Self-Employed,4870081,Low,Verified
723,St. Catherine,40,Self-Employed,1950127,Low,Rejected
724,Manchester,50,Employed,5799712,Medium,Pending
725,Kingston,55,Self-Employed,3289913,Low,Verified
726,Kingston,55,Self-Employed,4717000,Low,Verified
727,Manchester,69,Unemployed,3478306,Low,Verified
728,St. Catherine,59,Unemployed,3014904,Medium,Pending
729,St. James,47,Self-Employed,3150716,Medium,Verified
730,Kingston,46,Self-Employed,5287561,Low,Verified
731,Clarendon,34,Self-Employed,2619456,Low,Verified
732,Clarendon,37,Employed,6582569,Medium,Pending
733,Manchester,38,Employed,6973268,Low,Pending
734,St. Catherine,65,Employed,2064008,Medium,Rejected
735,Kingston,49,Self-Employed,7256942,Medium,Verified
736,St. Catherine,40,Self-Employed,3568654,Low,Pending
737,Kingston,47,Employed,7861944,Low,Verified
738,Manchester,38,Employed,2182212,Medium,Verified
739,Manchester,24,Self-Employed,2059112,Low,Pending
740,Clarendon,21,Unemployed,4676345,Low,Verified
741,St. Catherine,21,Employed,6119573,Medium,Verified
742,Clarendon,46,Self-Employed,3980863,Low,Pending
743,St. Catherine,65,Self-Employed,7556904,Low,Verified
744,Clarendon,40,Unemployed,6857174,Low,Verified
745,St. James,43,Self-Employed,3033414,Medium,Verified
746,St. James,30,Self-Employed,2443063,Low,Verified
747,St. James,31,Employed,6934678,High,Rejected
748,St. James,61,Employed,804331,Medium,Verified
749,Kingston,61,Unemployed,2365976,Low,Pending
750,St. James,25,Unemployed,4776808,Low,Verified
751,Manchester,21,Self-Employed,1012854,Low,Verified
752,Manchester,37,Employed,5544353,Medium,Verified
753,Kingston,42,Unemployed,5783998,High,Pending
754,St. James,54,Unemployed,2353416,Medium,Verified
755,St. James,65,Unemployed,3756156,Low,Pending
756,St. James,61,Self-Employed,5774384,Medium,Verified
757,Clarendon,49,Employed,3081696,Low,Rejected
758,St. Catherine,24,Unemployed,7441458,Medium,Pending
759,Clarendon,25,Employed,1933243,Medium,Pending
760,St. Catherine,31,Unemployed,804677,Low,Pending
761,St. James,41,Unemployed,1004580,Low,Verified
762,St. James,55,Employed,930334,Medium,Pending
763,Clarendon,32,Employed,5357885,Medium,Verified
764,Clarendon,46,Employed,7070300,Low,Verified
765,St. Catherine,39,Self-Employed,5962425,Low,Verified
766,Manchester,65,Unemployed,2852109,Medium,Verified
767,St. Catherine,27,Self-Employed,3308963,Low,Verified
768,Clarendon,67,Employed,6627316,Low,Verified
769,Clarendon,27,Unemployed,2681934,Low,Verified
770,Kingston,46,Self-Employed,3496711,Low,Verified
771,Clarendon,60,Unemployed,1358745,Medium,Verified
772,Kingston,25,Self-Employed,1366819,High,Rejected
773,Manchester,41,Employed,7295791,Medium,Rejected
774,St. Catherine,34,Self-Employed,7557972,Low,Rejected
775,St. Catherine,24,Unemployed,4598043,Medium,Verified
776,Kingston,43,Unemployed,994243,Low,Verified
777,St. Catherine,62,Unemployed,6555325,Low,Rejected
778,Clarendon,40,Unemployed,5251535,High,Rejected
779,St. James,35,Employed,3670741,Low,Pending
780,Kingston,65,Self-Employed,1417423,High,Verified
781,St. Catherine,49,Employed,1390642,Low,Verified
782,Kingston,28,Employed,1437031,Medium,Pending
783,Kingston,61,Employed,3665893,Low,Verified
784,St. James,68,Unemployed,2803369,Low,Verified
785,Clarendon,39,Unemployed,6601060,Low,Pending
786,Kingston,68,Unemployed,2050844,High,Pending
787,St. Catherine,59,Self-Employed,1716094,Medium,Verified
788,Manchester,66,Unemployed,5089361,High,Verified
789,Kingston,48,Self-Employed,1886985,Medium,Rejected
790,Kingston,66,Unemployed,1046889,High,Verified
791,St. James,47,Unemployed,7519142,Low,Pending
792,Clarendon,24,Employed,7240913,Low,Pending
793,Manchester,35,Employed,2265088,Medium,Pending
794,St. Catherine,55,Employed,6947878,Medium,Pending
795,Manchester,57,Self-Employed,7415316,Medium,Verified
796,St. Catherine,21,Self-Employed,5869888,Low,Verified
797,Clarendon,23,Unemployed,6069262,Low,Verified
798,St. Catherine,67,Self-Employed,7168131,High,Verified
799,St. James,44,Unemployed,4984251,Medium,Verified
800,St. James,47,Self-Employed,3912252,Low,Verified
801,St. James,60,Self-Employed,7638163,Medium,Pending
802,St. James,56,Self-Employed,5075542,High,Verified
803,Manchester,54,Employed,6036840,Low,Verified
804,Clarendon,49,Self-Employed,2543227,High,Verified
805,St. Catherine,44,Employed,3171693,High,Verified
806,St. Catherine,44,Employed,4969647,High,Verified
807,St. James,62,Self-Employed,1386470,High,Verified
808,St. James,24,Unemployed,7970364,Medium,Verified
809,Kingston,23,Unemployed,4774409,Low,Pending
810,Clarendon,54,Unemployed,4105141,Low,Rejected
811,Manchester,69,Self-Employed,977216,Low,Rejected
812,St. Catherine,43,Unemployed,5449292,Low,Verified
813,Kingston,43,Employed,2976512,Low,Verified
814,Kingston,65,Unemployed,4483460,Low,Verified
815,St. Catherine,25,Self-Employed,3336015,Low,Verified
816,Manchester,51,Unemployed,923662,Low,Verified
817,Kingston,61,Employed,2618352,High,Verified
818,Kingston,26,Self-Employed,4044571,Low,Pending
819,Clarendon,57,Unemployed,3694558,Medium,Verified
820,Manchester,30,Self-Employed,1436438,Medium,Verified
821,Kingston,60,Self-Employed,2280175,Low,Verified
822,Manchester,27,Self-Employed,2629484,High,Verified
823,St. Catherine,59,Unemployed,2467690,Medium,Pending
824,St. James,58,Self-Employed,7566224,Low,Verified
825,Kingston,41,Unemployed,6926960,Low,Verified
826,Clarendon,40,Employed,5219425,Low,Verified
827,St. Catherine,23,Unemployed,2769036,Low,Verified
828,Manchester,42,Employed,5817226,Low,Verified
829,St. Catherine,67,Unemployed,4711451,Medium,Rejected
830,Kingston,24,Self-Employed,3546153,High,Rejected
831,Manchester,48,Unemployed,7069026,Medium,Pending
832,St. James,32,Self-Employed,1904188,Low,Verified
833,St. Catherine,58,Employed,7716218,Low,Verified
834,Kingston,56,Unemployed,6341183,Low,Verified
835,Clarendon,67,Self-Employed,4509726,Low,Pending
836,Manchester,61,Employed,5925614,Low,Pending
837,St. Catherine,25,Employed,4583112,High,Pending
838,St. Catherine,33,Unemployed,3106569,Low,Verified
839,St. James,43,Employed,1011463,High,Verified
840,St. James,50,Self-Employed,7985300,Low,Verified
841,Clarendon,57,Employed,2467788,High,Verified
842,Clarendon,45,Employed,1068602,Medium,Verified
843,Kingston,68,Self-Employed,3194820,Medium,Verified
844,Kingston,47,Employed,1462213,Low,Pending
845,Clarendon,34,Employed,6345501,High,Verified
846,Clarendon,68,Employed,5536912,High,Verified
847,Manchester,67,Employed,2991306,Medium,Verified
848,St. James,56,Self-Employed,3473683,Medium,Verified
849,Kingston,59,Employed,4646703,Medium,Pending
850,St. James,36,Self-Employed,3307720,Low,Verified
851,St. James,42,Employed,4542849,Medium,Verified
852,Clarendon,41,Employed,893476,High,Pending
853,Manchester,41,Employed,914560,Low,Verified
854,St. Catherine,28,Employed,5915011,Low,Verified
855,Manchester,69,Self-Employed,2149987,Low,Pending
856,Manchester,36,Self-Employed,4507957,Medium,Pending
857,St. James,51,Self-Employed,1669241,Low,Verified
858,Manchester,62,Unemployed,1349656,Low,Verified
859,Kingston,30,Employed,4238856,Low,Verified
860,St. James,52,Employed,4380885,Medium,Pending
861,Kingston,54,Self-Employed,6488779,Low,Verified
862,St. Catherine,29,Unemployed,4203209,Medium,Pending
863,St. James,37,Employed,2897953,Low,Pending
864,St. Catherine,31,Self-Employed,3527978,Medium,Rejected
865,St. James,52,Employed,3795785,High,Verified
866,Clarendon,30,Employed,4780125,Low,Verified
867,Manchester,42,Self-Employed,7701013,Low,Verified
868,Clarendon,37,Self-Employed,2626629,High,Pending
869,St. Catherine,24,Employed,3195265,Low,Verified
870,Manchester,68,Employed,6518365,Low,Verified
871,St. James,67,Self-Employed,891679,High,Verified
872,Manchester,45,Employed,3578217,High,Verified
873,Kingston,41,Employed,6758543,Medium,Verified
874,Manchester,57,Self-Employed,2139083,Low,Verified
875,Kingston,58,Employed,6204672,Low,Verified
876,Manchester,69,Employed,3824628,Low,Verified
877,Kingston,21,Unemployed,4503367,Medium,Verified
878,St. Catherine,45,Self-Employed,6734385,Medium,Pending
879,Clarendon,56,Unemployed,5606540,High,Pending
880,St. James,37,Unemployed,4690702,Low,Verified
881,Manchester,61,Unemployed,4788395,Medium,Verified
882,Clarendon,44,Employed,3174151,Low,Pending
883,St. James,22,Employed,7520841,Low,Verified
884,St. James,60,Unemployed,977476,Medium,Verified
885,Kingston,35,Unemployed,1999217,Low,Verified
886,St. Catherine,52,Unemployed,7740818,Medium,Verified
887,St. Catherine,59,Employed,6827246,Medium,Verified
888,Clarendon,26,Unemployed,3475877,High,Pending
889,St. Catherine,21,Unemployed,3053962,Medium,Pending
890,Manchester,67,Self-Employed,5918580,High,Verified
891,St. Catherine,43,Self-Employed,6062611,Medium,Verified
892,Clarendon,59,Employed,7756947,Low,Verified
893,St. Catherine,37,Self-Employed,3749908,Low,Verified
894,Manchester,54,Self-Employed,7276625,Medium,Verified
895,Kingston,61,Self-Employed,4813880,Medium,Verified
896,Clarendon,49,Employed,2731441,Medium,Pending
897,Kingston,29,Self-Employed,1065033,Low,Verified
898,Kingston,33,Employed,5528161,Low,Pending
899,Kingston,26,Unemployed,6916505,Low,Verified
900,St. James,26,Self-Employed,4152477,Medium,Verified
901,St. James,40,Employed,6128072,Medium,Verified
902,Kingston,23,Self-Employed,4724845,Medium,Verified
903,Clarendon,37,Unemployed,1935730,Low,Pending
904,Manchester,69,Employed,7299998,Low,Verified
905,Manchester,32,Employed,1956649,Medium,Verified
906,St. Catherine,68,Employed,6262774,Medium,Verified
907,Clarendon,67,Unemployed,7610691,Low,Verified
908,St. James,65,Unemployed,7885500,Medium,Verified
909,Kingston,21,Unemployed,6618812,Low,Verified
910,St. Catherine,37,Employed,4502085,Medium,Rejected
911,Manchester,23,Unemployed,6911053,High,Pending
912,St. James,46,Self-Employed,7512003,Medium,Verified
913,St. James,35,Unemployed,1642329,Medium,Verified
914,Kingston,56,Employed,1993582,Low,Verified
915,Manchester,52,Self-Employed,6527590,Medium,Verified
916,Clarendon,52,Unemployed,1688976,Medium,Pending
917,St. James,24,Self-Employed,2391570,Medium,Pending
918,Kingston,38,Self-Employed,974588,Medium,Verified
919,Clarendon,69,Employed,4573618,Low,Verified
920,Manchester,39,Self-Employed,4385854,High,Rejected
921,St. James,63,Self-Employed,2330332,Medium,Rejected
922,Clarendon,55,Employed,5119050,Low,Verified
923,Clarendon,60,Employed,5539023,Medium,Verified
924,Clarendon,34,Employed,6742375,Low,Verified
925,St. James,53,Self-Employed,1833290,Low,Pending
926,St. James,34,Self-Employed,5425535,Low,Verified
927,St. Catherine,54,Self-Employed,5749702,Medium,Pending
928,Manchester,24,Employed,7647129,High,Verified
929,Kingston,44,Unemployed,7423799,Medium,Verified
930,Clarendon,49,Self-Employed,4246549,Medium,Verified
931,St. Catherine,39,Unemployed,3958546,Low,Rejected
932,Kingston,26,Employed,1281438,Low,Verified
933,St. Catherine,53,Self-Employed,7416601,Low,Pending
934,St. James,69,Unemployed,7246505,Medium,Verified
935,Clarendon,60,Self-Employed,5568424,High,Rejected
936,Kingston,39,Self-Employed,6870243,Low,Pending
937,Kingston,21,Self-Employed,3505430,Medium,Verified
938,Kingston,25,Unemployed,2058542,High,Pending
939,Kingston,47,Employed,1920780,Low,Verified
940,Kingston,36,Self-Employed,2942936,Medium,Verified
941,St. Catherine,26,Employed,4872091,Medium,Verified
942,Clarendon,60,Employed,2104140,Medium,Rejected
943,St. James,33,Unemployed,5608098,Low,Rejected
944,St. James,68,Unemployed,4593868,Medium,Verified
945,St. James,55,Employed,2588702,Medium,Pending
946,St. James,39,Self-Employed,4496724,Low,Verified
947,St. Catherine,32,Unemployed,2391711,Medium,Pending
948,Manchester,36,Self-Employed,2428853,Low,Verified
949,Clarendon,63,Self-Employed,2858721,High,Verified
950,Kingston,30,Self-Employed,2760391,Medium,Verified
951,Manchester,45,Employed,5457448,High,Verified
952,St. James,40,Self-Employed,6956225,Low,Verified
953,Manchester,51,Employed,4876773,Low,Verified
954,Clarendon,24,Employed,7897439,Low,Verified
955,Kingston,64,Self-Employed,6193333,Low,Rejected
956,Kingston,43,Self-Employed,5894055,Low,Verified
957,Clarendon,22,Self-Employed,5312121,Medium,Rejected
958,Clarendon,42,Self-Employed,2920100,Low,Verified
959,St. James,57,Employed,7708008,Medium,Verified
960,Kingston,28,Self-Employed,859072,Low,Verified
961,Manchester,27,Self-Employed,4275432,Medium,Pending
962,St. Catherine,34,Employed,4683337,Medium,Pending
963,St. Catherine,23,Unemployed,6700726,Medium,Verified
964,Clarendon,36,Unemployed,2963843,High,Verified
965,St. James,39,Employed,3562594,Low,Verified
966,St. Catherine,38,Unemployed,4834941,Low,Verified
967,Kingston,36,Employed,5001390,Low,Pending
968,Clarendon,28,Self-Employed,1189962,Low,Verified
969,Manchester,53,Self-Employed,5586445,Medium,Verified
970,Clarendon,69,Unemployed,4277899,Low,Pending
971,Manchester,32,Self-Employed,4223788,Medium,Rejected
972,Clarendon,31,Unemployed,1601680,Low,Verified
973,Clarendon,25,Unemployed,4931279,High,Verified
974,Clarendon,47,Self-Employed,2659234,High,Verified
975,Manchester,32,Self-Employed,1742529,Low,Verified
976,Manchester,37,Unemployed,5757514,Low,Verified
977,Clarendon,26,Self-Employed,7664124,High,Pending
978,St. Catherine,53,Employed,4740008,High,Pending
979,St. James,25,Self-Employed,2387138,Low,Verified
980,St. James,48,Self-Employed,2886172,Low,Verified
981,St. James,34,Employed,2165265,High,Verified
982,Manchester,25,Self-Employed,4730131,Medium,Verified
983,Manchester,53,Self-Employed,4042222,Low,Verified
984,St. Catherine,68,Unemployed,915981,Medium,Verified
985,St. James,61,Self-Employed,7257761,High,Verified
986,St. James,39,Self-Employed,5010608,High,Verified
987,Clarendon,42,Employed,2122014,Medium,Verified
988,Manchester,25,Unemployed,1088569,Medium,Verified
989,St. James,22,Unemployed,1524071,Low,Verified
990,St. Catherine,50,Unemployed,4056505,High,Verified
991,St. Catherine,67,Self-Employed,1202641,Low,Verified
992,St. James,59,Unemployed,5612056,High,Verified
993,Manchester,24,Employed,5956798,Low,Verified
994,St. Catherine,53,Unemployed,4576764,High,Rejected
995,Clarendon,33,Employed,2315538,Low,Verified
996,St. Catherine,40,Unemployed,6897607,Medium,Verified
997,Kingston,27,Unemployed,3699675,Low,Verified
998,Kingston,35,Employed,4199902,Medium,Verified
999,Manchester,43,Unemployed,5649666,High,Rejected
1000,St. James,34,Unemployed,4199618,Medium,Pending
1001,Manchester,43,Unemployed,7666155,Medium,Verified
1002,Manchester,39,Self-Employed,7525630,Low,Verified
1003,Manchester,49,Employed,4204629,High,Verified
1004,Manchester,40,Unemployed,2992848,Medium,Verified
1005,Clarendon,49,Employed,3573219,Medium,Verified
1006,Clarendon,44,Employed,5664912,Medium,Verified
1007,St. Catherine,38,Employed,2444173,Medium,Verified
1008,Kingston,30,Unemployed,1769224,Low,Verified
1009,Manchester,61,Unemployed,3567549,Medium,Pending
1010,St. Catherine,28,Employed,5061725,Medium,Verified
1011,Kingston,46,Self-Employed,1036436,High,Verified
1012,St. James,49,Employed,6517963,High,Verified
1013,Clarendon,30,Self-Employed,6345636,Low,Verified
1014,Kingston,37,Employed,7572703,Low,Pending
1015,St. James,22,Employed,6580618,Low,Verified
1016,Kingston,26,Employed,6052371,Low,Pending
1017,Clarendon,25,Unemployed,3014178,Medium,Verified
1018,Clarendon,48,Self-Employed,874804,High,Pending
1019,St. Catherine,61,Self-Employed,4457390,Low,Pending
1020,Manchester,25,Employed,3776877,Low,Verified
1021,Kingston,38,Unemployed,4589514,High,Verified
1022,Kingston,46,Unemployed,5757107,High,Pending
1023,St. James,40,Self-Employed,2772871,Medium,Verified
1024,Clarendon,61,Unemployed,2740483,Medium,Verified
1025,Kingston,69,Self-Employed,3711898,Medium,Verified
1026,Clarendon,47,Self-Employed,1287335,Low,Verified
1027,Kingston,69,Self-Employed,6027365,Low,Verified
1028,St. Catherine,32,Unemployed,7812445,Low,Verified
1029,Manchester,27,Self-Employed,4309163,Low,Verified
1030,Kingston,23,Self-Employed,4187951,High,Verified
1031,Clarendon,30,Employed,7625711,Medium,Pending
1032,St. Catherine,54,Self-Employed,2061402,Low,Verified
1033,Kingston,45,Self-Employed,6348244,Low,Rejected
1034,St. James,55,Employed,4675251,Low,Rejected
1035,Manchester,36,Employed,6965331,Medium,Pending
1036,Kingston,22,Unemployed,4640507,High,Rejected
1037,St. Catherine,44,Self-Employed,2166851,Low,Pending
1038,St. James,30,Unemployed,3379082,Low,Pending
1039,St. Catherine,58,Unemployed,2926028,Medium,Verified
1040,St. Catherine,42,Employed,3785032,Medium,Verified
1041,St. James,46,Unemployed,6718211,Low,Pending
1042,St. Catherine,63,Self-Employed,3877195,Medium,Verified
1043,St. James,59,Employed,3126344,Medium,Pending
1044,Kingston,47,Self-Employed,4257100,Low,Pending
1045,St. James,49,Self-Employed,6297647,Low,Verified
1046,St. James,67,Employed,6903807,Low,Pending
1047,Manchester,58,Self-Employed,3149465,High,Verified
1048,St. James,40,Employed,1876837,High,Verified
1049,St. James,47,Self-Employed,6517467,High,Verified
1050,Kingston,61,Employed,3899449,Medium,Verified
1051,Manchester,40,Unemployed,3910999,Medium,Verified
1052,Clarendon,64,Self-Employed,2337746,Medium,Verified
1053,Kingston,39,Employed,2429040,High,Verified
1054,Kingston,40,Self-Employed,3211596,Low,Pending
1055,Clarendon,55,Self-Employed,3039564,Medium,Verified
1056,St. James,67,Self-Employed,4463289,Medium,Verified
1057,St. Catherine,22,Employed,4988699,Medium,Verified
1058,Manchester,50,Unemployed,3716596,Low,Pending
1059,St. Catherine,54,Unemployed,6511229,Medium,Pending
