Score_ID,Customer_ID,Score_Value,Risk_Band,Model_Version,Decision
871,871,796,Low,v2,Reject
872,872,805,High,v2,Reject
873,873,834,Low,v2,Reject
874,874,501,Low,v1,Approve
875,875,332,Low,v2,Reject
876,876,585,Low,v2,Approve
877,877,797,High,v1,Reject
878,878,677,Medium,v2,Approve
879,879,848,Low,v2,Approve
880,880,397,Medium,v2,Approve
881,881,718,Low,v2,Reject
882,882,523,High,v2,Reject
883,883,731,Low,v2,Reject
884,884,786,High,v1,Reject
885,885,764,Low,v2,Reject
886,886,783,High,v2,Reject
887,887,587,Low,v1,Reject
888,888,336,Medium,v1,Approve
889,889,772,High,v1,Reject
890,890,831,Low,v1,Reject
891,891,678,High,v2,Approve
892,892,604,Medium,v1,Approve
893,893,454,High,v1,Approve
894,894,367,Low,v1,Reject
895,895,670,Medium,v1,Approve
896,896,579,Medium,v2,Reject
897,897,742,High,v1,Approve
898,898,698,Low,v1,Approve
899,899,791,Medium,v1,Approve
900,900,818,High,v1,Approve
901,901,336,High,v1,Approve
902,902,845,High,v2,Reject
903,903,685,Low,v1,Reject
904,904,715,High,v1,Approve
905,905,427,Low,v1,Approve
906,906,653,Low,v1,Reject
907,907,455,High,v1,Reject
908,908,645,Medium,v2,Reject
909,909,443,Low,v1,Approve
910,910,568,Medium,v2,Reject
911,911,371,Medium,v1,Reject
912,912,348,Medium,v1,Approve
913,913,321,High,v1,Reject
914,914,395,Low,v1,Reject
915,915,574,Medium,v2,Reject
916,916,655,Medium,v1,Approve
917,917,499,High,v1,Approve
918,918,409,Low,v2,Approve
919,919,307,High,v2,Reject
920,920,754,Medium,v1,Approve
921,921,377,Low,v2,Reject
922,922,623,High,v2,Reject
923,923,349,Medium,v2,Approve
924,924,808,Low,v1,Reject
925,925,448,Low,v1,Reject
926,926,622,Medium,v2,Reject
927,927,345,High,v2,Approve
928,928,438,Low,v1,Approve
929,929,509,Medium,v1,Approve
930,930,739,Low,v1,Approve
931,931,844,Medium,v2,Reject
932,932,472,Low,v1,Reject
933,933,378,Low,v2,Approve
934,934,584,Low,v1,Approve
935,935,669,Low,v2,Approve
936,936,446,Low,v2,Approve
937,937,467,Low,v2,Approve
938,938,461,Medium,v2,Approve
939,939,709,High,v1,Reject
940,940,603,Low,v2,Approve
941,941,454,Low,v2,Approve
942,942,482,Medium,v2,Reject
943,943,473,Low,v2,Approve
944,944,826,Low,v1,Approve
945,945,339,Medium,v1,Reject
946,946,385,Low,v2,Approve
947,947,545,Low,v2,Approve
948,948,336,Medium,v1,Reject
949,949,454,Low,v2,Approve
950,950,494,Medium,v2,Reject
951,951,440,Low,v1,Approve
952,952,326,Medium,v1,Reject
953,953,377,Medium,v1,Reject
954,954,751,Low,v2,Reject
955,955,843,Low,v2,Reject
956,956,446,Low,v1,Reject
957,957,534,High,v2,Approve
958,958,725,High,v2,Approve
959,959,663,Medium,v1,Approve
960,960,538,Medium,v2,Reject
961,961,348,Medium,v2,Approve
962,962,627,Medium,v2,Reject
963,963,751,High,v1,Approve
964,964,544,High,v1,Approve
965,965,781,Medium,v2,Reject
966,966,771,Low,v2,Reject
967,967,303,Low,v1,Approve
968,968,587,Low,v2,Reject
969,969,495,Low,v2,Reject
970,970,514,Low,v1,Approve
971,971,579,High,v1,Approve
972,972,624,High,v1,Reject
973,973,507,High,v2,Reject
974,974,596,Medium,v2,Approve
975,975,368,Medium,v1,Reject
976,976,477,Low,v1,Approve
977,977,368,High,v2,Approve
978,978,836,High,v2,Reject
979,979,535,Medium,v1,Reject
980,980,556,Medium,v1,Reject
981,981,679,Medium,v1,Approve
982,982,710,Medium,v2,Reject
983,983,839,Medium,v1,Approve
984,984,316,Low,v1,Approve
985,985,399,Medium,v1,Approve
986,986,337,Low,v1,Reject
987,987,595,Medium,v1,Reject
988,988,381,Low,v1,Approve
989,989,471,Medium,v1,Reject
990,990,543,High,v2,Reject
991,991,770,Medium,v1,Reject
992,992,726,Low,v1,Reject
993,993,538,Medium,v1,Reject
994,994,621,Low,v1,Reject
995,995,379,Low,v2,Reject
996,996,514,Medium,v2,Approve
997,997,570,Medium,v2,Approve
998,998,628,Medium,v1,Approve
999,999,815,High,v2,Approve
1000,1000,560,Medium,v2,Approve
1001,1001,835,High,v2,Reject
1002,1002,467,Low,v2,Reject
1003,1003,833,Low,v1,Approve
1004,1004,645,High,v1,Reject
1005,1005,403,Low,v1,Reject
1006,1006,348,Medium,v2,Approve
1007,1007,315,Medium,v2,Approve
1008,1008,626,Low,v2,Reject
1009,1009,429,High,v1,Reject
1010,1010,644,High,v1,Approve
1011,1011,353,Medium,v1,Approve
1012,1012,498,Medium,v1,Reject
1013,1013,372,Low,v1,Approve
1014,1014,798,Medium,v2,Reject
1015,1015,837,Low,v2,Approve
1016,1016,371,Low,v1,Reject
1017,1017,346,Medium,v2,Reject
1018,1018,733,Low,v1,Approve
1019,1019,326,High,v1,Reject
1020,1020,608,High,v1,Approve
1021,1021,556,Low,v2,Reject
1022,1022,671,Medium,v2,Reject
1023,1023,561,Low,v1,Approve
1024,1024,831,High,v1,Approve
1025,1025,437,Low,v1,Approve
1026,1026,591,Medium,v2,Reject
1027,1027,638,High,v2,Reject
1028,1028,820,Low,v2,Reject
1029,1029,649,High,v1,Reject
1030,1030,578,High,v1,Reject
1031,1031,646,Medium,v2,Approve
1032,1032,776,Medium,v2,Reject
1033,1033,737,Low,v1,Reject
1034,1034,752,High,v1,Approve
1035,1035,517,Medium,v1,Reject
1036,1036,604,High,v2,Approve
1037,1037,822,Medium,v1,Reject
1038,1038,838,Medium,v2,Approve
1039,1039,569,High,v2,Approve
1040,1040,689,Medium,v2,Reject
1041,1041,609,High,v1,Reject
1042,1042,469,High,v2,Reject
1043,1043,420,Low,v2,Reject
1044,1044,598,High,v1,Reject
1045,1045,561,High,v1,Reject
1046,1046,362,Medium,v1,Approve
1047,1047,660,High,v2,Reject
1048,1048,651,High,v1,Reject
1049,1049,756,Low,v1,Reject
1050,1050,310,Medium,v2,Approve
1051,1051,499,Medium,v2,Approve
1052,1052,710,Medium,v1,Reject
1053,1053,836,High,v1,Reject
1054,1054,754,Medium,v1,Reject
1055,1055,379,Low,v1,Approve
1056,1056,802,Medium,v2,Approve
1057,1057,656,High,v1,Reject
1058,1058,459,Medium,v2,Approve
1059,1059,541,High,v1,Reject
1060,1060,809,High,v2,Reject
1061,1061,587,Medium,v1,Reject
1062,1062,592,High,v2,Reject
1063,1063,646,Low,v2,Approve
1064,1064,340,Medium,v2,Approve
1065,1065,715,Medium,v1,Reject
1066,1066,569,Medium,v2,Reject
1067,1067,672,High,v1,Approve
1068,1068,831,High,v1,Approve
1069,1069,406,Medium,v2,Reject
1070,1070,409,High,v1,Reject
1071,1071,835,High,v2,Reject
1072,1072,669,Low,v2,Approve
1073,1073,333,High,v1,Reject
1074,1074,787,High,v1,Reject
1075,1075,341,Low,v1,Approve
1076,1076,800,High,v1,Reject
1077,1077,439,Medium,v1,Approve
1078,1078,841,Low,v1,Reject
1079,1079,352,Medium,v2,Approve
1080,1080,605,High,v2,Approve
1081,1081,598,Low,v1,Reject
1082,1082,758,High,v2,Reject
1083,1083,600,Low,v2,Reject
1084,1084,531,High,v2,Reject
1085,1085,655,Low,v2,Reject
1086,1086,534,Medium,v2,Approve
1087,1087,450,Medium,v1,Reject
1088,1088,483,High,v1,Approve
1089,1089,525,Low,v2,Reject
1090,1090,784,Low,v2,Approve
1091,1091,598,Medium,v1,Reject
1092,1092,805,Low,v2,Approve
1093,1093,660,High,v2,Reject
1094,1094,428,Low,v1,Reject
1095,1095,392,Low,v1,Approve
1096,1096,812,High,v1,Reject
1097,1097,304,Medium,v1,Reject
1098,1098,408,High,v1,Approve
1099,1099,633,Low,v2,Approve
1100,1100,460,High,v1,Approve
1101,1101,516,High,v2,Reject
1102,1102,750,High,v2,Reject
1103,1103,391,High,v2,Approve
1104,1104,726,High,v2,Reject
1105,1105,305,Medium,v1,Reject
1106,1106,466,Medium,v1,Reject
1107,1107,549,High,v1,Approve
1108,1108,560,Medium,v2,Approve
1109,1109,604,High,v1,Approve
1110,1110,625,Medium,v2,Approve
1111,1111,728,Medium,v2,Reject
1112,1112,843,Medium,v1,Approve
1113,1113,357,Low,v2,Reject
1114,1114,620,Medium,v2,Approve
1115,1115,586,Medium,v2,Approve
1116,1116,531,Low,v1,Approve
1117,1117,663,Medium,v1,Approve
1118,1118,623,Low,v2,Approve
1119,1119,583,High,v1,Reject
1120,1120,373,High,v1,Approve
1121,1121,368,High,v1,Reject
1122,1122,605,High,v1,Reject
1123,1123,726,Low,v1,Approve
1124,1124,798,Low,v1,Approve
1125,1125,744,Low,v2,Approve
1126,1126,460,Low,v2,Approve
1127,1127,434,High,v2,Reject
1128,1128,601,High,v2,Reject
1129,1129,688,High,v1,Reject
1130,1130,400,High,v2,Reject
1131,1131,586,Medium,v2,Reject
1132,1132,456,Medium,v1,Approve
1133,1133,527,Low,v2,Reject
1134,1134,522,Medium,v1,Reject
1135,1135,500,High,v2,Approve
1136,1136,301,High,v1,Approve
1137,1137,636,High,v1,Approve
1138,1138,795,Low,v2,Approve
1139,1139,536,High,v2,Reject
1140,1140,372,Low,v1,Reject
1141,1141,785,Low,v1,Approve
1142,1142,831,Low,v1,Reject
1143,1143,591,High,v1,Reject
1144,1144,659,Low,v2,Approve
1145,1145,605,Low,v1,Approve
1146,1146,765,Low,v2,Reject
1147,1147,553,Medium,v2,Approve
1148,1148,319,Medium,v1,Reject
1149,1149,679,Medium,v1,Approve
1150,1150,631,Medium,v1,Reject
1151,1151,832,Low,v1,Approve
1152,1152,446,Low,v2,Approve
1153,1153,603,Medium,v1,Reject
1154,1154,467,High,v2,Approve
1155,1155,773,Medium,v2,Approve
1156,1156,763,High,v1,Approve
1157,1157,588,Low,v2,Approve
1158,1158,621,High,v1,Approve
1159,1159,421,Low,v2,Approve
1160,1160,442,High,v2,Approve
1161,1161,332,Low,v2,Approve
1162,1162,791,Medium,v2,Approve
1163,1163,530,Medium,v1,Reject
1164,1164,703,High,v2,Approve
1165,1165,846,Low,v1,Reject
1166,1166,556,High,v1,Approve
1167,1167,788,Medium,v2,Reject
1168,1168,705,Medium,v2,Reject
1169,1169,838,Low,v1,Approve
1170,1170,480,Medium,v2,Reject
1171,1171,721,Low,v1,Approve
1172,1172,771,Low,v1,Approve
1173,1173,770,High,v2,Approve
1174,1174,608,Low,v2,Reject
1175,1175,344,Medium,v1,Reject
1176,1176,352,Low,v2,Approve
1177,1177,381,Low,v2,Approve
1178,1178,379,High,v2,Reject
1179,1179,462,Low,v2,Approve
1180,1180,346,Low,v1,Approve
1181,1181,839,High,v2,Approve
1182,1182,735,Medium,v1,Approve
1183,1183,538,Low,v1,Approve
1184,1184,565,Low,v2,Approve
1185,1185,832,High,v2,Approve
1186,1186,479,High,v1,Reject
1187,1187,430,High,v1,Approve
1188,1188,780,Medium,v1,Approve
1189,1189,401,Low,v2,Approve
1190,1190,391,High,v2,Approve
1191,1191,475,Low,v2,Reject
1192,1192,660,Low,v2,Reject
1193,1193,331,High,v2,Reject
1194,1194,356,High,v1,Approve
1195,1195,591,High,v1,Approve
1196,1196,775,High,v2,Reject
1197,1197,748,Low,v2,Approve
1198,1198,817,Low,v2,Reject
1199,1199,656,Medium,v1,Approve
1200,1200,314,Low,v2,Reject
1201,1201,469,High,v1,Reject
1202,1202,564,Low,v1,Reject
1203,1203,365,Medium,v2,Reject
1204,1204,744,Low,v1,Reject
1205,1205,848,Medium,v1,Approve
1206,1206,582,High,v1,Reject
1207,1207,653,Medium,v1,Approve
1208,1208,695,High,v2,Reject
1209,1209,309,Medium,v2,Approve
1210,1210,823,Medium,v2,Approve
1211,1211,691,Low,v1,Approve
1212,1212,546,High,v1,Approve
1213,1213,464,Medium,v1,Reject
1214,1214,632,Medium,v1,Reject
1215,1215,570,High,v2,Approve
1216,1216,457,Low,v2,Approve
1217,1217,302,Low,v2,Approve
1218,1218,483,Low,v1,Reject
1219,1219,734,Low,v2,Reject
1220,1220,435,Low,v2,Reject
1221,1221,613,High,v1,Reject
1222,1222,825,Low,v2,Approve
1223,1223,659,Medium,v1,Reject
1224,1224,466,High,v1,Approve
1225,1225,603,Low,v2,Approve
1226,1226,742,Low,v1,Reject
1227,1227,430,High,v1,Reject
1228,1228,606,Low,v2,Approve
1229,1229,488,Medium,v2,Reject
1230,1230,719,Medium,v2,Approve
1231,1231,438,High,v2,Approve
1232,1232,784,High,v2,Approve
1233,1233,418,High,v2,Approve
1234,1234,400,Medium,v2,Reject
1235,1235,360,Low,v1,Reject
1236,1236,542,Medium,v2,Approve
1237,1237,693,High,v1,Approve
1238,1238,664,High,v2,Approve
1239,1239,335,High,v2,Reject
1240,1240,841,Medium,v1,Reject
1241,1241,674,Medium,v2,Reject
1242,1242,827,High,v1,Reject
1243,1243,762,Low,v1,Reject
1244,1244,542,Low,v2,Approve
1245,1245,367,High,v1,Reject
1246,1246,451,Medium,v1,Reject
1247,1247,434,Low,v2,Approve
1248,1248,826,Low,v2,Reject
1249,1249,550,Medium,v2,Reject
1250,1250,518,Low,v2,Approve
1251,1251,490,Medium,v1,Reject
1252,1252,351,Medium,v2,Approve
1253,1253,551,Medium,v2,Approve
1254,1254,733,Low,v1,Approve
1255,1255,588,Medium,v2,Approve
1256,1256,587,Medium,v2,Reject
1257,1257,681,High,v2,Approve
1258,1258,438,Medium,v1,Reject
1259,1259,459,High,v2,Reject
1260,1260,306,Medium,v2,Reject
1261,1261,386,Medium,v2,Reject
1262,1262,844,Low,v1,Approve
1263,1263,448,High,v2,Reject
1264,1264,485,Medium,v2,Approve
1265,1265,490,High,v1,Approve
1266,1266,631,High,v2,Reject
1267,1267,831,High,v2,Approve
1268,1268,455,Low,v1,Reject
1269,1269,627,High,v2,Reject
1270,1270,801,Low,v2,Reject
1271,1271,430,High,v1,Approve
1272,1272,674,High,v2,Approve
1273,1273,338,Medium,v1,Reject
1274,1274,614,Medium,v1,Reject
1275,1275,308,Low,v2,Approve
1276,1276,849,Low,v2,Reject
1277,1277,395,Low,v1,Reject
1278,1278,825,Medium,v2,Approve
1279,1279,635,Medium,v2,Reject
1280,1280,309,Low,v1,Reject
1281,1281,491,Medium,v2,Approve
1282,1282,829,Medium,v1,Approve
1283,1283,619,Low,v2,Reject
1284,1284,741,Medium,v2,Approve
1285,1285,811,Medium,v1,Approve
1286,1286,666,High,v1,Approve
1287,1287,396,High,v2,Approve
1288,1288,592,Medium,v1,Approve
1289,1289,703,High,v1,Approve
1290,1290,759,High,v1,Reject
1291,1291,604,High,v2,Reject
1292,1292,435,High,v2,Approve
1293,1293,698,Low,v1,Reject
1294,1294,302,Low,v1,Reject
1295,1295,607,High,v1,Reject
1296,1296,502,Low,v1,Reject
1297,1297,737,Medium,v1,Reject
1298,1298,797,Medium,v2,Reject
1299,1299,793,Medium,v2,Approve
1300,1300,495,Low,v1,Approve
1301,1301,445,Medium,v1,Approve
1302,1302,603,Low,v2,Reject
1303,1303,611,High,v2,Approve
1304,1304,523,Medium,v1,Reject
1305,1305,688,Low,v1,Approve
1306,1306,792,Low,v2,Approve
1307,1307,407,Medium,v1,Reject
1308,1308,445,High,v1,Approve
1309,1309,712,Medium,v1,Approve
1310,1310,555,High,v2,Reject
1311,1311,781,Medium,v2,Reject
1312,1312,448,High,v1,Approve
1313,1313,481,Low,v2,Approve
1314,1314,682,Low,v2,Reject
1315,1315,754,Low,v1,Approve
1316,1316,317,Medium,v2,Reject
1317,1317,617,High,v2,Reject
1318,1318,530,Medium,v2,Reject
1319,1319,776,High,v2,Reject
1320,1320,836,Medium,v1,Approve
1321,1321,445,Low,v2,Approve
1322,1322,531,High,v2,Reject
1323,1323,820,Medium,v2,Reject
1324,1324,374,Low,v2,Approve
1325,1325,768,High,v1,Reject
1326,1326,826,Low,v1,Approve
1327,1327,603,Medium,v1,Approve
1328,1328,383,High,v2,Reject
1329,1329,577,High,v2,Reject
1330,1330,679,High,v1,Approve
1331,1331,473,Medium,v1,Approve
1332,1332,709,High,v2,Reject
1333,1333,424,Low,v1,Reject
1334,1334,765,High,v2,Reject
1335,1335,385,Low,v2,Reject
1336,1336,440,Medium,v2,Approve
1337,1337,628,Medium,v1,Approve
1338,1338,517,High,v2,Approve
1339,1339,386,Low,v1,Approve
1340,1340,657,Medium,v2,Approve
1341,1341,495,Low,v2,Reject
1342,1342,647,Medium,v1,Approve
1343,1343,470,Medium,v1,Approve
1344,1344,389,Low,v2,Approve
1345,1345,718,High,v1,Approve
1346,1346,807,High,v2,Approve
1347,1347,504,Medium,v1,Reject
1348,1348,823,Low,v1,Reject
1349,1349,428,High,v2,Approve
1350,1350,774,Medium,v1,Approve
1351,1351,787,High,v2,Approve
1352,1352,312,Low,v2,Approve
1353,1353,405,High,v1,Reject
1354,1354,664,Medium,v1,Approve
1355,1355,487,Medium,v1,Reject
1356,1356,643,High,v2,Reject
1357,1357,549,High,v2,Reject
1358,1358,721,Low,v1,Reject
1359,1359,354,Low,v1,Approve
1360,1360,767,Low,v2,Approve
1361,1361,578,High,v2,Approve
1362,1362,573,Medium,v1,Reject
1363,1363,603,Medium,v1,Approve
1364,1364,370,Medium,v1,Approve
1365,1365,513,Medium,v2,Approve
1366,1366,656,Low,v2,Reject
1367,1367,700,Medium,v1,Reject
1368,1368,758,High,v2,Approve
1369,1369,564,Low,v1,Reject
1370,1370,443,Medium,v2,Reject
1371,1371,723,Medium,v1,Approve
1372,1372,712,Low,v1,Approve
1373,1373,387,Medium,v2,Approve
1374,1374,617,Medium,v1,Reject
1375,1375,697,Low,v2,Approve
1376,1376,469,Medium,v1,Approve
1377,1377,393,Low,v1,Reject
1378,1378,607,Low,v2,Reject
1379,1379,612,High,v1,Approve
1380,1380,424,Low,v1,Reject
1381,1381,339,Medium,v1,Reject
1382,1382,651,Medium,v1,Approve
1383,1383,611,Medium,v1,Reject
1384,1384,623,Medium,v1,Approve
1385,1385,575,High,v2,Approve
1386,1386,342,High,v1,Reject
1387,1387,376,Medium,v1,Reject
1388,1388,800,High,v2,Reject
1389,1389,773,High,v1,Approve
1390,1390,461,High,v1,Approve
1391,1391,727,Low,v2,Approve
1392,1392,452,Medium,v2,Reject
1393,1393,678,High,v1,Reject
1394,1394,408,Medium,v1,Approve
1395,1395,496,High,v1,Approve
1396,1396,781,Medium,v2,Approve
1397,1397,695,Low,v2,Approve
1398,1398,396,High,v1,Approve
1399,1399,549,High,v1,Reject
1400,1400,523,Low,v1,Approve
1401,1401,439,Medium,v2,Approve
1402,1402,560,Medium,v1,Reject
1403,1403,684,High,v1,Approve
1404,1404,410,High,v1,Reject
1405,1405,661,Low,v1,Approve
1406,1406,813,High,v1,Approve
1407,1407,836,Low,v1,Approve
1408,1408,679,Medium,v1,Reject
1409,1409,524,Medium,v2,Approve
1410,1410,713,Low,v1,Reject
1411,1411,542,High,v2,Reject
1412,1412,516,High,v2,Reject
1413,1413,411,High,v2,Reject
1414,1414,601,Low,v2,Approve
1415,1415,336,Low,v2,Reject
1416,1416,653,Medium,v1,Reject
1417,1417,571,High,v1,Approve
1418,1418,751,Low,v2,Reject
1419,1419,329,Low,v1,Approve
1420,1420,376,High,v1,Approve
1421,1421,642,High,v2,Approve
1422,1422,523,Medium,v1,Reject
1423,1423,619,Low,v1,Approve
1424,1424,706,Medium,v1,Reject
1425,1425,320,High,v1,Reject
1426,1426,639,High,v1,Approve
1427,1427,454,High,v2,Approve
1428,1428,549,Low,v1,Approve
1429,1429,743,Medium,v2,Reject
1430,1430,392,Medium,v1,Reject
1431,1431,618,Medium,v1,Reject
1432,1432,313,High,v2,Reject
1433,1433,425,High,v1,Approve
1434,1434,354,Medium,v2,Reject
1435,1435,601,Low,v2,Approve
1436,1436,842,Medium,v2,Approve
1437,1437,364,Low,v2,Reject
1438,1438,572,Medium,v2,Reject
1439,1439,658,Medium,v2,Approve
1440,1440,811,Medium,v1,Reject
1441,1441,766,Medium,v2,Approve
1442,1442,384,Medium,v1,Reject
1443,1443,446,Medium,v2,Approve
1444,1444,419,Low,v2,Reject
1445,1445,726,Medium,v1,Reject
1446,1446,678,Low,v2,Approve
1447,1447,402,Low,v2,Approve
1448,1448,446,Medium,v1,Reject
1449,1449,302,Medium,v2,Reject
1450,1450,321,Low,v2,Reject
1451,1451,660,Low,v2,Approve
1452,1452,361,Medium,v2,Reject
1453,1453,613,High,v2,Reject
1454,1454,636,Low,v2,Reject
1455,1455,427,High,v2,Reject
1456,1456,841,Medium,v2,Approve
1457,1457,844,Medium,v1,Approve
1458,1458,395,High,v2,Reject
1459,1459,716,High,v1,Reject
1460,1460,787,Medium,v2,Approve
1461,1461,358,Low,v2,Approve
1462,1462,612,Medium,v2,Reject
1463,1463,473,High,v1,Reject
1464,1464,516,High,v1,Reject
1465,1465,639,High,v1,Approve
1466,1466,634,Low,v1,Approve
1467,1467,464,High,v1,Approve
1468,1468,385,Low,v1,Reject
1469,1469,673,Low,v2,Reject
1470,1470,425,Low,v2,Reject
1471,1471,565,Medium,v2,Reject
1472,1472,733,High,v1,Approve
1473,1473,476,Medium,v2,Reject
1474,1474,566,Medium,v2,Reject
1475,1475,513,High,v2,Approve
1476,1476,564,Low,v2,Reject
1477,1477,573,Medium,v1,Reject
1478,1478,492,High,v2,Approve
1479,1479,639,Low,v2,Reject
1480,1480,555,Medium,v1,Approve
1481,1481,821,Low,v1,Approve
1482,1482,777,Medium,v1,Approve
1483,1483,367,High,v1,Approve
1484,1484,648,High,v1,Approve
1485,1485,352,High,v2,Reject
1486,1486,405,Medium,v2,Reject
1487,1487,661,High,v2,Approve
1488,1488,610,Medium,v1,Approve
1489,1489,728,Low,v1,Reject
1490,1490,722,High,v1,Reject
1491,1491,566,Medium,v2,Reject
1492,1492,639,Medium,v2,Reject
1493,1493,835,Low,v1,Reject
1494,1494,805,Medium,v1,Approve
1495,1495,554,Medium,v2,Reject
1496,1496,525,Medium,v2,Approve
1497,1497,359,Low,v1,Approve
1498,1498,545,Medium,v2,Approve
1499,1499,416,Low,v1,Approve
1500,1500,806,High,v1,Approve
1501,1501,830,High,v2,Approve
1502,1502,340,Medium,v2,Reject
1503,1503,504,High,v2,Approve
1504,1504,701,High,v1,Reject
1505,1505,825,Medium,v2,Reject
1506,1506,729,Medium,v2,Reject
1507,1507,785,Low,v1,Reject
1508,1508,301,High,v2,Approve
1509,1509,580,Medium,v2,Approve
1510,1510,588,Low,v1,Approve
1511,1511,771,Medium,v1,Reject
1512,1512,319,Medium,v2,Reject
1513,1513,606,Medium,v2,Approve
1514,1514,367,Medium,v2,Reject
1515,1515,799,Low,v2,Approve
1516,1516,383,Low,v1,Approve
1517,1517,375,Low,v1,Reject
1518,1518,307,High,v2,Approve
1519,1519,612,High,v2,Reject
1520,1520,427,Low,v1,Reject
1521,1521,679,High,v1,Approve
1522,1522,363,Medium,v2,Approve
1523,1523,739,Medium,v1,Reject
1524,1524,428,Medium,v2,Approve
1525,1525,791,High,v1,Approve
1526,1526,655,High,v2,Reject
1527,1527,712,High,v1,Approve
1528,1528,371,Low,v2,Approve
1529,1529,434,Medium,v2,Approve
1530,1530,627,Medium,v2,Approve
1531,1531,814,Medium,v2,Reject
1532,1532,338,High,v1,Reject
1533,1533,459,Medium,v1,Reject
1534,1534,403,Low,v2,Reject
1535,1535,635,High,v2,Reject
1536,1536,727,High,v2,Approve
1537,1537,775,Low,v2,Reject
1538,1538,727,High,v1,Approve
1539,1539,438,High,v2,Approve
1540,1540,793,Low,v1,Reject
1541,1541,650,High,v1,Reject
1542,1542,450,Medium,v1,Approve
1543,1543,700,High,v2,Approve
1544,1544,788,Low,v2,Approve
1545,1545,340,High,v2,Reject
1546,1546,439,Medium,v1,Approve
1547,1547,832,Low,v1,Reject
1548,1548,702,Low,v1,Approve
1549,1549,324,Medium,v1,Reject
1550,1550,353,Medium,v1,Reject
1551,1551,758,Low,v1,Approve
1552,1552,405,High,v1,Reject
1553,1553,760,Medium,v2,Reject
1554,1554,554,High,v2,Approve
1555,1555,306,Low,v1,Reject
1556,1556,429,Medium,v1,Approve
1557,1557,484,Low,v2,Reject
1558,1558,844,High,v1,Approve
1559,1559,640,Low,v2,Reject
1560,1560,393,Medium,v1,Approve
1561,1561,533,Medium,v1,Reject
1562,1562,480,High,v2,Approve
1563,1563,333,Low,v1,Reject
1564,1564,302,High,v2,Approve
1565,1565,603,Low,v1,Reject
1566,1566,420,High,v1,Reject
1567,1567,496,High,v2,Approve
1568,1568,665,High,v1,Reject
1569,1569,462,Low,v1,Reject
1570,1570,730,Low,v2,Reject
1571,1571,783,Medium,v2,Reject
1572,1572,381,Medium,v2,Approve
1573,1573,407,Low,v2,Reject
1574,1574,725,High,v1,Approve
1575,1575,828,Medium,v1,Approve
1576,1576,491,Medium,v2,Approve
1577,1577,566,High,v2,Reject
1578,1578,841,High,v1,Reject
1579,1579,687,Medium,v2,Reject
1580,1580,442,High,v1,Approve
1581,1581,654,Low,v1,Reject
1582,1582,316,High,v1,Approve
1583,1583,592,Low,v1,Approve
1584,1584,762,Medium,v2,Reject
1585,1585,362,Medium,v2,Reject
1586,1586,320,Medium,v2,Reject
1587,1587,725,High,v2,Approve
1588,1588,634,Low,v2,Reject
1589,1589,484,Medium,v2,Reject
1590,1590,595,Medium,v2,Reject
1591,1591,598,Medium,v1,Reject
1592,1592,470,Medium,v1,Reject
1593,1593,539,High,v1,Approve
1594,1594,549,Low,v1,Approve
1595,1595,712,Low,v2,Reject
1596,1596,773,High,v2,Approve
1597,1597,741,Low,v1,Reject
1598,1598,626,Medium,v1,Approve
1599,1599,777,High,v1,Reject
1600,1600,331,Low,v1,Approve
1601,1601,783,Low,v2,Reject
1602,1602,626,High,v2,Approve
1603,1603,538,Low,v2,Approve
1604,1604,746,Medium,v2,Reject
1605,1605,362,Medium,v1,Approve
1606,1606,404,High,v2,Approve
1607,1607,547,Low,v2,Approve
1608,1608,350,Low,v2,Approve
1609,1609,719,Low,v1,Approve
1610,1610,508,Medium,v2,Reject
1611,1611,460,Low,v1,Approve
1612,1612,639,Low,v1,Approve
1613,1613,371,High,v1,Approve
1614,1614,799,Medium,v1,Approve
1615,1615,674,Low,v1,Reject
1616,1616,497,Medium,v2,Approve
1617,1617,423,High,v2,Approve
1618,1618,470,Low,v1,Reject
1619,1619,316,Medium,v1,Approve
1620,1620,337,High,v1,Approve
1621,1621,839,High,v1,Reject
1622,1622,497,Low,v2,Approve
1623,1623,306,High,v1,Reject
1624,1624,488,High,v2,Approve
1625,1625,302,High,v2,Reject
1626,1626,684,Low,v2,Reject
1627,1627,427,High,v2,Reject
1628,1628,539,High,v2,Approve
1629,1629,761,Low,v1,Approve
1630,1630,780,High,v2,Approve
1631,1631,569,High,v1,Reject
1632,1632,323,Medium,v1,Reject
1633,1633,489,Low,v1,Reject
1634,1634,463,Medium,v1,Approve
1635,1635,473,Medium,v2,Approve
1636,1636,657,Low,v1,Reject
1637,1637,703,Medium,v2,Reject
1638,1638,606,Low,v2,Reject
1639,1639,821,High,v2,Approve
1640,1640,436,High,v1,Reject
1641,1641,837,Medium,v1,Reject
1642,1642,360,Medium,v2,Approve
1643,1643,580,Medium,v2,Approve
1644,1644,328,Low,v1,Reject
1645,1645,399,Medium,v2,Reject
1646,1646,457,Medium,v2,Approve
1647,1647,366,Low,v2,Reject
1648,1648,725,Low,v1,Approve
1649,1649,498,Low,v1,Approve
1650,1650,507,Medium,v1,Approve
1651,1651,519,High,v1,Approve
1652,1652,660,High,v2,Approve
1653,1653,673,High,v2,Approve
1654,1654,815,Low,v1,Reject
1655,1655,601,High,v2,Reject
1656,1656,366,Medium,v2,Reject
1657,1657,436,Low,v2,Approve
1658,1658,530,Low,v2,Reject
1659,1659,433,Medium,v1,Reject
