Log_ID,Timestamp,Action,User_Role,Data_Accessed,Compliance_Flag
6231,2021-02-11,VIEW,Admin,PII,OK
6232,2021-02-22,DATA_MASK,Admin,Financial,OK
6233,2024-04-29,VIEW,Admin,PII,OK
6234,2024-12-16,VIEW,System,PII,OK
6235,2023-12-21,UPDATE,System,PII,OK
6236,2021-05-13,DATA_MASK,Analyst,PII,OK
6237,2022-01-04,DATA_MASK,Analyst,Financial,OK
6238,2023-08-02,DATA_MASK,System,PII,OK
6239,2025-01-21,MODEL_RUN,System,Financial,OK
6240,2024-03-31,DATA_MASK,Analyst,PII,OK
6241,2021-11-11,UPDATE,System,PII,OK
6242,2025-12-28,DATA_MASK,Analyst,PII,OK
6243,2025-09-25,UPDATE,Analyst,PII,OK
6244,2025-04-21,DATA_MASK,Analyst,PII,OK
6245,2024-09-02,MODEL_RUN,Admin,Financial,Violation
6246,2024-04-09,VIEW,System,PII,OK
6247,2022-09-09,UPDATE,Admin,PII,OK
6248,2024-06-06,UPDATE,Analyst,Financial,Violation
6249,2021-10-24,DATA_MASK,Admin,PII,OK
6250,2024-02-03,VIEW,Admin,PII,OK
6251,2024-08-17,MODEL_RUN,System,PII,OK
6252,2024-12-29,DATA_MASK,Analyst,Financial,OK
6253,2022-02-03,DATA_MASK,Analyst,Financial,OK
6254,2025-10-18,DATA_MASK,Admin,Financial,OK
6255,2023-01-18,UPDATE,System,PII,OK
6256,2021-06-15,VIEW,Admin,PII,OK
6257,2022-10-12,MODEL_RUN,Admin,Financial,OK
6258,2023-06-11,DATA_MASK,System,Financial,OK
6259,2025-05-03,VIEW,Admin,PII,Violation
6260,2025-11-29,UPDATE,Analyst,PII,OK
6261,2023-01-08,UPDATE,Admin,PII,OK
6262,2021-11-20,VIEW,Admin,Financial,OK
6263,2021-02-20,VIEW,Analyst,Financial,OK
6264,2024-02-25,MODEL_RUN,System,Financial,OK
6265,2021-11-18,VIEW,System,PII,OK
6266,2022-03-26,UPDATE,Analyst,PII,OK
6267,2024-06-07,DATA_MASK,Admin,PII,OK
6268,2025-09-04,MODEL_RUN,Analyst,PII,OK
6269,2022-08-14,UPDATE,Admin,Financial,OK
6270,2022-09-30,VIEW,System,PII,OK
6271,2023-06-11,MODEL_RUN,Analyst,Financial,OK
6272,2022-06-22,VIEW,Admin,PII,OK
6273,2024-11-14,VIEW,System,PII,OK
6274,2023-11-06,MODEL_RUN,Analyst,Financial,OK
6275,2023-09-03,MODEL_RUN,Admin,Financial,OK
6276,2023-11-14,DATA_MASK,Analyst,Financial,OK
6277,2021-01-12,UPDATE,Analyst,PII,OK
6278,2023-11-18,DATA_MASK,Analyst,PII,OK
6279,2022-04-13,MODEL_RUN,Analyst,PII,OK
6280,2023-04-14,DATA_MASK,Analyst,PII,OK
6281,2024-01-11,MODEL_RUN,System,Financial,OK
6282,2025-01-07,MODEL_RUN,Analyst,Financial,OK
6283,2025-05-20,DATA_MASK,Admin,Financial,OK
6284,2021-03-10,MODEL_RUN,Analyst,Financial,OK
6285,2025-05-27,MODEL_RUN,Analyst,PII,OK
6286,2021-07-17,DATA_MASK,Analyst,Financial,OK
6287,2021-06-02,VIEW,Admin,PII,OK
6288,2022-01-19,DATA_MASK,Admin,PII,OK
6289,2024-06-09,VIEW,Analyst,Financial,OK
6290,2021-07-29,UPDATE,System,Financial,OK
6291,2021-09-28,MODEL_RUN,Analyst,PII,OK
6292,2024-06-01,MODEL_RUN,System,Financial,OK
6293,2024-12-01,DATA_MASK,Admin,Financial,Violation
6294,2022-03-09,DATA_MASK,Analyst,PII,OK
6295,2025-07-24,MODEL_RUN,Admin,Financial,OK
6296,2021-03-16,VIEW,Admin,PII,OK
6297,2025-03-11,UPDATE,System,Financial,OK
6298,2022-11-03,DATA_MASK,System,PII,OK
6299,2024-06-02,MODEL_RUN,Admin,PII,OK
6300,2023-01-21,UPDATE,Admin,Financial,OK
6301,2023-12-17,UPDATE,Analyst,Financial,OK
6302,2021-05-12,UPDATE,System,PII,Violation
6303,2021-08-20,VIEW,Analyst,PII,OK
6304,2021-06-01,DATA_MASK,Analyst,PII,OK
6305,2021-10-21,VIEW,Admin,PII,OK
6306,2025-03-29,VIEW,Analyst,Financial,OK
6307,2023-01-03,UPDATE,Admin,PII,OK
6308,2023-10-28,MODEL_RUN,Admin,Financial,OK
6309,2023-06-08,DATA_MASK,Analyst,Financial,OK
6310,2025-02-25,UPDATE,System,Financial,OK
6311,2023-08-20,DATA_MASK,System,Financial,OK
6312,2021-02-11,UPDATE,Admin,PII,OK
6313,2021-07-25,VIEW,System,PII,OK
6314,2022-05-05,DATA_MASK,Analyst,Financial,OK
6315,2022-12-29,UPDATE,Analyst,Financial,OK
6316,2025-08-21,UPDATE,Admin,PII,OK
6317,2025-05-13,UPDATE,Admin,PII,OK
6318,2022-08-19,UPDATE,System,PII,OK
6319,2024-01-10,DATA_MASK,System,Financial,OK
6320,2022-01-31,MODEL_RUN,Analyst,Financial,OK
6321,2022-04-25,VIEW,System,Financial,OK
6322,2024-07-11,MODEL_RUN,Admin,Financial,Violation
6323,2024-05-25,UPDATE,Admin,Financial,OK
6324,2023-04-02,DATA_MASK,Analyst,PII,OK
6325,2021-08-20,MODEL_RUN,Analyst,Financial,Violation
6326,2022-10-28,MODEL_RUN,Admin,PII,OK
6327,2021-02-07,MODEL_RUN,System,PII,OK
6328,2021-01-25,MODEL_RUN,Admin,Financial,OK
6329,2022-02-01,MODEL_RUN,System,PII,OK
6330,2025-05-08,DATA_MASK,System,Financial,OK
6331,2023-11-30,UPDATE,Admin,PII,OK
6332,2021-09-10,VIEW,Admin,PII,OK
6333,2025-04-27,UPDATE,System,Financial,OK
6334,2022-06-07,VIEW,System,Financial,OK
6335,2024-03-04,MODEL_RUN,Analyst,PII,OK
6336,2024-09-23,MODEL_RUN,System,Financial,OK
6337,2024-06-19,MODEL_RUN,Admin,PII,OK
6338,2022-02-13,UPDATE,Analyst,PII,OK
6339,2021-12-26,DATA_MASK,System,PII,OK
6340,2023-04-23,MODEL_RUN,Analyst,PII,OK
6341,2021-05-18,UPDATE,Admin,PII,OK
6342,2024-10-24,DATA_MASK,System,Financial,OK
6343,2023-03-05,UPDATE,Admin,PII,OK
6344,2022-12-26,UPDATE,Admin,Financial,OK
6345,2024-03-11,UPDATE,Analyst,PII,OK
6346,2024-12-13,DATA_MASK,Admin,PII,OK
6347,2024-04-13,VIEW,Analyst,Financial,OK
6348,2022-04-01,UPDATE,Admin,Financial,OK
6349,2021-01-18,VIEW,Analyst,Financial,OK
6350,2025-11-23,DATA_MASK,System,Financial,OK
6351,2025-05-28,VIEW,Analyst,Financial,OK
6352,2023-09-25,DATA_MASK,Admin,PII,OK
6353,2024-12-10,DATA_MASK,Admin,Financial,OK
6354,2022-09-24,DATA_MASK,System,Financial,OK
6355,2025-12-05,DATA_MASK,System,Financial,OK
6356,2021-08-08,DATA_MASK,Analyst,Financial,OK
6357,2021-07-23,DATA_MASK,Analyst,PII,OK
6358,2023-05-07,VIEW,Admin,Financial,OK
6359,2021-04-03,DATA_MASK,Analyst,Financial,OK
6360,2024-12-03,MODEL_RUN,Admin,PII,OK
6361,2025-12-12,MODEL_RUN,System,PII,OK
6362,2025-10-11,VIEW,System,Financial,OK
6363,2024-11-06,DATA_MASK,System,PII,Violation
6364,2023-07-23,MODEL_RUN,System,Financial,OK
6365,2025-08-07,VIEW,Analyst,Financial,OK
6366,2021-01-19,MODEL_RUN,Analyst,PII,Violation
6367,2024-01-17,VIEW,System,PII,OK
6368,2024-08-21,UPDATE,Admin,PII,OK
6369,2024-08-09,UPDATE,Analyst,Financial,Violation
6370,2024-03-03,UPDATE,Admin,PII,OK
6371,2023-04-05,VIEW,Analyst,PII,OK
6372,2024-07-15,VIEW,Analyst,Financial,OK
6373,2022-03-21,MODEL_RUN,System,Financial,OK
6374,2021-05-27,VIEW,System,Financial,OK
6375,2022-01-22,UPDATE,System,Financial,Violation
6376,2021-05-24,VIEW,System,PII,OK
6377,2021-04-22,UPDATE,Admin,Financial,OK
6378,2024-03-18,VIEW,Analyst,PII,OK
6379,2025-08-17,UPDATE,System,PII,OK
6380,2021-07-06,UPDATE,Analyst,Financial,OK
6381,2022-09-28,DATA_MASK,Analyst,Financial,OK
6382,2022-07-11,DATA_MASK,Admin,Financial,OK
6383,2024-03-01,VIEW,System,Financial,OK
6384,2022-06-19,DATA_MASK,Admin,PII,OK
6385,2025-11-16,MODEL_RUN,System,PII,OK
6386,2025-12-29,VIEW,System,PII,OK
6387,2024-09-09,MODEL_RUN,Analyst,PII,OK
6388,2025-04-23,MODEL_RUN,Analyst,PII,OK
6389,2024-03-26,MODEL_RUN,System,Financial,OK
6390,2025-02-25,VIEW,Admin,Financial,OK
6391,2021-05-19,UPDATE,Admin,PII,OK
6392,2021-12-29,VIEW,Analyst,PII,Violation
6393,2021-01-15,DATA_MASK,System,Financial,Violation
6394,2021-08-08,UPDATE,System,PII,OK
6395,2023-08-05,UPDATE,System,Financial,OK
6396,2025-04-04,DATA_MASK,Analyst,PII,OK
6397,2025-12-24,DATA_MASK,Analyst,Financial,OK
6398,2025-05-06,UPDATE,System,PII,OK
6399,2025-03-21,VIEW,System,PII,OK
6400,2023-07-05,MODEL_RUN,Analyst,Financial,OK
6401,2025-11-13,MODEL_RUN,Admin,PII,OK
6402,2023-01-20,VIEW,System,Financial,OK
6403,2025-02-17,MODEL_RUN,System,Financial,OK
6404,2024-05-10,VIEW,System,Financial,OK
6405,2025-11-09,VIEW,System,PII,OK
6406,2025-12-14,VIEW,Analyst,Financial,OK
6407,2023-04-20,DATA_MASK,Admin,PII,OK
6408,2024-07-10,UPDATE,Analyst,Financial,Violation
6409,2021-02-23,MODEL_RUN,Admin,PII,Violation
6410,2022-06-05,UPDATE,Analyst,Financial,OK
6411,2023-09-13,MODEL_RUN,Analyst,PII,OK
6412,2021-10-10,DATA_MASK,System,PII,OK
6413,2024-10-09,VIEW,Admin,Financial,OK
6414,2025-09-25,UPDATE,Analyst,PII,OK
6415,2023-04-04,MODEL_RUN,Analyst,PII,Violation
6416,2023-04-11,MODEL_RUN,Admin,PII,OK
6417,2025-03-21,DATA_MASK,Analyst,PII,OK
6418,2024-11-26,DATA_MASK,Admin,PII,OK
6419,2022-05-15,DATA_MASK,System,Financial,OK
6420,2022-03-06,UPDATE,System,PII,OK
6421,2023-04-21,UPDATE,Admin,PII,OK
6422,2024-03-03,UPDATE,Analyst,Financial,OK
6423,2025-03-30,MODEL_RUN,Analyst,Financial,OK
6424,2024-10-21,DATA_MASK,System,PII,OK
6425,2023-09-18,UPDATE,Analyst,PII,OK
6426,2023-07-12,UPDATE,System,Financial,OK
6427,2022-04-10,UPDATE,Admin,PII,OK
6428,2022-07-25,UPDATE,System,PII,OK
6429,2025-01-08,MODEL_RUN,System,PII,OK
6430,2022-05-25,UPDATE,System,Financial,Violation
6431,2025-10-23,VIEW,Analyst,Financial,OK
6432,2023-08-10,DATA_MASK,Admin,Financial,OK
6433,2023-02-06,MODEL_RUN,System,PII,OK
6434,2022-05-14,DATA_MASK,System,PII,OK
6435,2025-03-22,UPDATE,Admin,Financial,OK
6436,2021-03-08,DATA_MASK,Analyst,Financial,OK
6437,2022-06-28,UPDATE,Analyst,PII,OK
6438,2024-08-08,UPDATE,Admin,PII,OK
6439,2021-09-04,VIEW,System,Financial,OK
6440,2024-05-14,MODEL_RUN,Analyst,PII,OK
6441,2021-10-21,MODEL_RUN,Analyst,PII,OK
6442,2023-08-13,DATA_MASK,Admin,PII,Violation
6443,2022-07-25,MODEL_RUN,Admin,PII,OK
6444,2022-08-15,VIEW,Admin,Financial,OK
6445,2021-01-23,MODEL_RUN,Admin,PII,OK
6446,2023-10-13,UPDATE,Admin,Financial,Violation
6447,2023-09-08,MODEL_RUN,Analyst,PII,OK
6448,2023-08-27,UPDATE,System,Financial,OK
6449,2023-04-03,DATA_MASK,Analyst,PII,OK
6450,2023-05-14,VIEW,System,Financial,OK
6451,2023-01-12,UPDATE,Analyst,PII,OK
6452,2021-02-16,DATA_MASK,System,Financial,OK
6453,2022-06-29,VIEW,Admin,Financial,OK
6454,2023-03-25,DATA_MASK,Admin,PII,OK
6455,2022-12-08,VIEW,Admin,Financial,OK
6456,2024-04-13,DATA_MASK,System,PII,OK
6457,2022-04-19,MODEL_RUN,System,PII,Violation
6458,2024-09-20,UPDATE,Admin,Financial,OK
6459,2023-06-21,DATA_MASK,Analyst,Financial,OK
6460,2023-05-03,MODEL_RUN,System,Financial,OK
6461,2021-11-23,UPDATE,Admin,PII,OK
6462,2023-07-30,UPDATE,Admin,Financial,OK
6463,2023-12-13,MODEL_RUN,Analyst,PII,OK
6464,2023-08-07,UPDATE,System,Financial,OK
6465,2024-02-14,UPDATE,System,PII,OK
6466,2024-04-01,DATA_MASK,Admin,Financial,OK
6467,2024-12-31,MODEL_RUN,Analyst,Financial,OK
6468,2021-10-23,UPDATE,Admin,PII,OK
6469,2022-02-04,VIEW,Analyst,Financial,OK
6470,2023-11-25,MODEL_RUN,Analyst,PII,OK
6471,2021-07-22,UPDATE,Admin,Financial,OK
6472,2023-03-25,UPDATE,Admin,PII,OK
6473,2021-06-11,VIEW,Analyst,Financial,OK
6474,2023-10-04,DATA_MASK,Admin,PII,OK
6475,2025-02-13,VIEW,System,PII,Violation
6476,2022-06-27,VIEW,Admin,PII,OK
6477,2024-04-22,DATA_MASK,System,PII,Violation
6478,2021-07-25,UPDATE,System,Financial,Violation
6479,2025-11-23,VIEW,Admin,Financial,OK
6480,2022-12-26,DATA_MASK,Admin,PII,OK
6481,2024-05-22,UPDATE,Analyst,Financial,OK
6482,2023-11-26,VIEW,Analyst,PII,OK
6483,2024-12-13,UPDATE,Admin,Financial,OK
6484,2025-12-20,DATA_MASK,Analyst,Financial,OK
6485,2024-10-09,DATA_MASK,System,PII,OK
6486,2023-01-17,UPDATE,Analyst,PII,OK
6487,2023-07-26,MODEL_RUN,Admin,Financial,OK
6488,2023-01-30,MODEL_RUN,Analyst,PII,OK
6489,2023-08-23,UPDATE,Analyst,Financial,OK
6490,2024-01-28,UPDATE,Analyst,Financial,OK
6491,2022-03-07,VIEW,Analyst,Financial,OK
6492,2021-01-16,UPDATE,System,Financial,OK
6493,2023-09-23,UPDATE,Analyst,PII,OK
6494,2021-08-26,UPDATE,System,Financial,OK
6495,2023-09-15,DATA_MASK,Admin,PII,OK
6496,2022-04-24,UPDATE,Analyst,PII,OK
6497,2023-02-27,MODEL_RUN,System,PII,OK
6498,2025-05-26,UPDATE,System,PII,Violation
6499,2023-05-29,MODEL_RUN,Analyst,Financial,OK
6500,2025-12-12,VIEW,System,PII,Violation
6501,2023-09-14,DATA_MASK,Analyst,Financial,OK
6502,2023-08-15,UPDATE,Admin,PII,Violation
6503,2023-06-05,UPDATE,System,Financial,OK
6504,2022-11-23,MODEL_RUN,Analyst,Financial,OK
6505,2022-09-08,DATA_MASK,Analyst,Financial,OK
6506,2022-06-04,UPDATE,System,PII,OK
6507,2024-02-21,DATA_MASK,System,PII,OK
6508,2025-04-01,MODEL_RUN,Analyst,Financial,OK
6509,2023-10-27,DATA_MASK,System,Financial,OK
6510,2023-01-27,DATA_MASK,System,Financial,OK
6511,2022-04-24,VIEW,System,Financial,OK
6512,2024-02-10,DATA_MASK,System,Financial,OK
6513,2021-02-28,DATA_MASK,Admin,Financial,OK
6514,2025-02-04,VIEW,Admin,Financial,OK
6515,2024-10-17,DATA_MASK,Analyst,PII,OK
6516,2021-06-03,MODEL_RUN,Admin,Financial,OK
6517,2022-08-28,MODEL_RUN,Analyst,PII,Violation
6518,2021-01-07,MODEL_RUN,System,PII,OK
6519,2024-07-23,DATA_MASK,Analyst,Financial,OK
6520,2023-08-12,VIEW,Analyst,Financial,OK
6521,2023-06-24,VIEW,Admin,PII,OK
6522,2024-11-24,MODEL_RUN,System,PII,OK
6523,2024-04-29,MODEL_RUN,Analyst,Financial,OK
6524,2022-05-15,MODEL_RUN,System,Financial,OK
6525,2023-04-21,MODEL_RUN,System,PII,OK
6526,2021-02-13,DATA_MASK,System,PII,OK
6527,2023-10-26,MODEL_RUN,Admin,PII,OK
6528,2022-10-16,DATA_MASK,System,PII,OK
6529,2023-06-30,MODEL_RUN,Admin,PII,OK
6530,2024-04-28,MODEL_RUN,System,PII,OK
6531,2023-12-02,VIEW,Analyst,Financial,OK
6532,2023-03-16,UPDATE,Admin,PII,OK
6533,2025-04-29,UPDATE,Analyst,PII,Violation
6534,2022-02-02,UPDATE,Admin,PII,OK
6535,2025-12-19,UPDATE,Admin,PII,OK
6536,2023-03-25,UPDATE,Admin,Financial,OK
6537,2023-03-02,MODEL_RUN,Admin,Financial,OK
6538,2025-03-06,DATA_MASK,Admin,PII,OK
6539,2021-01-17,DATA_MASK,System,Financial,OK
6540,2024-02-27,VIEW,Analyst,Financial,OK
6541,2024-06-22,VIEW,Analyst,Financial,OK
6542,2021-08-22,DATA_MASK,Analyst,Financial,OK
6543,2021-12-22,MODEL_RUN,Admin,Financial,OK
6544,2022-10-11,VIEW,System,Financial,OK
6545,2022-10-06,VIEW,Analyst,Financial,Violation
6546,2021-04-01,UPDATE,Admin,Financial,Violation
6547,2021-06-09,UPDATE,System,PII,OK
6548,2023-02-28,UPDATE,Analyst,PII,OK
6549,2022-01-08,MODEL_RUN,Admin,PII,OK
6550,2022-10-17,UPDATE,Analyst,PII,OK
6551,2021-07-31,UPDATE,Analyst,PII,OK
6552,2023-04-07,DATA_MASK,Analyst,PII,OK
6553,2022-03-29,VIEW,System,Financial,OK
6554,2021-03-01,UPDATE,Admin,PII,OK
6555,2025-07-28,MODEL_RUN,System,PII,OK
6556,2021-11-22,VIEW,System,Financial,OK
6557,2021-12-19,DATA_MASK,Admin,Financial,Violation
6558,2024-12-12,VIEW,System,PII,OK
6559,2023-12-26,DATA_MASK,Analyst,PII,OK
6560,2025-04-09,DATA_MASK,Admin,Financial,OK
6561,2022-12-26,VIEW,Analyst,Financial,OK
6562,2024-12-27,VIEW,System,PII,OK
6563,2021-05-29,UPDATE,Analyst,PII,OK
6564,2024-10-25,UPDATE,Admin,Financial,OK
6565,2024-03-06,MODEL_RUN,Analyst,PII,OK
6566,2024-09-01,UPDATE,System,Financial,OK
6567,2023-09-02,MODEL_RUN,Admin,PII,OK
6568,2023-12-22,UPDATE,Admin,PII,OK
6569,2023-09-04,UPDATE,Analyst,PII,OK
6570,2023-12-23,MODEL_RUN,Admin,PII,OK
6571,2024-07-29,VIEW,Analyst,Financial,Violation
6572,2021-01-13,DATA_MASK,System,PII,OK
6573,2024-07-28,MODEL_RUN,Analyst,PII,OK
6574,2025-01-13,UPDATE,Analyst,PII,OK
6575,2021-04-30,DATA_MASK,Admin,PII,OK
6576,2024-01-01,UPDATE,System,Financial,OK
6577,2022-09-24,UPDATE,Admin,Financial,OK
6578,2025-06-02,UPDATE,Analyst,Financial,OK
6579,2025-03-15,UPDATE,Analyst,PII,OK
6580,2022-01-21,DATA_MASK,Analyst,PII,OK
6581,2022-06-08,DATA_MASK,Analyst,PII,OK
6582,2021-05-03,UPDATE,System,Financial,OK
6583,2021-01-14,VIEW,Admin,PII,OK
6584,2021-07-04,VIEW,Admin,Financial,OK
6585,2022-09-09,UPDATE,System,PII,OK
6586,2023-02-16,VIEW,Admin,PII,OK
6587,2023-04-16,DATA_MASK,Admin,Financial,OK
6588,2024-01-24,MODEL_RUN,System,PII,OK
6589,2021-06-19,DATA_MASK,Admin,PII,OK
6590,2021-09-14,MODEL_RUN,System,Financial,Violation
6591,2024-04-30,VIEW,Analyst,PII,OK
6592,2023-04-16,VIEW,System,PII,OK
6593,2025-06-21,MODEL_RUN,System,Financial,OK
6594,2024-01-18,MODEL_RUN,System,Financial,OK
6595,2025-09-29,MODEL_RUN,Analyst,Financial,OK
6596,2023-09-13,DATA_MASK,Admin,PII,OK
6597,2023-01-03,DATA_MASK,System,PII,OK
6598,2025-04-10,UPDATE,Analyst,PII,OK
6599,2021-09-16,UPDATE,Admin,PII,OK
6600,2023-05-23,VIEW,Analyst,PII,OK
6601,2021-10-27,MODEL_RUN,Admin,PII,OK
6602,2022-01-04,VIEW,Admin,PII,OK
6603,2023-06-02,VIEW,Analyst,Financial,Violation
6604,2024-07-20,UPDATE,Admin,PII,OK
6605,2025-07-10,DATA_MASK,Analyst,Financial,OK
6606,2023-08-04,MODEL_RUN,Admin,PII,OK
6607,2024-11-18,DATA_MASK,Analyst,PII,OK
6608,2021-02-25,DATA_MASK,Analyst,Financial,OK
6609,2022-06-25,MODEL_RUN,Analyst,PII,OK
6610,2025-09-30,VIEW,Analyst,PII,Violation
6611,2022-11-03,VIEW,System,Financial,OK
6612,2022-03-24,DATA_MASK,Admin,Financial,OK
6613,2022-03-08,VIEW,Admin,Financial,OK
6614,2024-05-16,VIEW,Analyst,Financial,OK
6615,2022-03-30,UPDATE,Analyst,PII,OK
6616,2024-03-22,UPDATE,Admin,Financial,Violation
6617,2022-11-03,MODEL_RUN,System,Financial,OK
6618,2021-06-17,MODEL_RUN,Admin,Financial,OK
6619,2025-12-08,DATA_MASK,Analyst,Financial,OK
6620,2021-12-18,MODEL_RUN,System,PII,OK
6621,2025-05-09,DATA_MASK,System,Financial,OK
6622,2022-12-14,DATA_MASK,Admin,PII,OK
6623,2025-10-17,MODEL_RUN,Analyst,PII,Violation
6624,2023-03-01,MODEL_RUN,Analyst,Financial,OK
6625,2021-06-20,UPDATE,System,Financial,OK
6626,2021-05-09,VIEW,System,Financial,OK
6627,2023-09-26,UPDATE,System,Financial,OK
6628,2021-09-01,VIEW,Analyst,PII,OK
6629,2021-04-23,UPDATE,System,Financial,OK
6630,2025-12-21,MODEL_RUN,Analyst,PII,OK
6631,2021-12-03,MODEL_RUN,System,Financial,OK
6632,2024-08-27,UPDATE,System,Financial,OK
6633,2022-11-27,MODEL_RUN,Analyst,Financial,OK
6634,2024-05-16,VIEW,System,PII,OK
6635,2021-05-15,DATA_MASK,Analyst,PII,OK
6636,2021-09-05,DATA_MASK,Admin,PII,OK
6637,2025-09-13,DATA_MASK,Analyst,Financial,Violation
6638,2023-03-01,MODEL_RUN,System,PII,OK
6639,2023-04-20,MODEL_RUN,Analyst,Financial,OK
6640,2024-08-17,MODEL_RUN,Analyst,PII,OK
6641,2024-02-13,MODEL_RUN,Admin,PII,OK
6642,2025-05-06,DATA_MASK,Admin,PII,OK
6643,2023-05-27,DATA_MASK,Analyst,PII,OK
6644,2022-04-14,UPDATE,Analyst,PII,OK
6645,2021-04-14,DATA_MASK,System,PII,OK
6646,2023-07-13,DATA_MASK,System,PII,OK
6647,2021-02-20,UPDATE,Admin,PII,OK
6648,2022-07-08,MODEL_RUN,System,PII,OK
6649,2025-06-09,VIEW,Admin,Financial,OK
6650,2021-04-05,DATA_MASK,Analyst,PII,OK
6651,2025-12-05,UPDATE,System,PII,OK
6652,2021-06-25,DATA_MASK,Analyst,Financial,OK
6653,2025-03-27,VIEW,Analyst,Financial,OK
6654,2024-06-25,MODEL_RUN,System,Financial,OK
6655,2023-07-06,UPDATE,System,Financial,OK
6656,2024-08-02,DATA_MASK,System,Financial,OK
6657,2022-07-10,UPDATE,System,Financial,OK
6658,2024-05-29,UPDATE,System,Financial,OK
6659,2023-07-10,VIEW,Admin,PII,OK
6660,2021-08-09,MODEL_RUN,System,Financial,OK
6661,2021-03-21,MODEL_RUN,Analyst,Financial,OK
6662,2023-07-07,VIEW,System,Financial,OK
6663,2021-05-27,VIEW,Admin,PII,OK
6664,2023-07-24,VIEW,Analyst,Financial,OK
6665,2023-06-19,DATA_MASK,System,Financial,OK
6666,2022-05-04,UPDATE,Admin,PII,OK
6667,2023-01-27,UPDATE,Admin,PII,OK
6668,2022-09-26,MODEL_RUN,Analyst,Financial,OK
6669,2023-03-28,UPDATE,Admin,PII,OK
6670,2023-03-31,UPDATE,Analyst,Financial,OK
6671,2021-09-10,MODEL_RUN,Analyst,Financial,OK
6672,2022-01-04,DATA_MASK,System,Financial,OK
6673,2021-07-01,UPDATE,Analyst,PII,OK
6674,2023-12-09,MODEL_RUN,Analyst,PII,OK
6675,2025-08-31,MODEL_RUN,Analyst,PII,OK
6676,2025-12-21,MODEL_RUN,Admin,Financial,Violation
6677,2023-09-14,MODEL_RUN,System,PII,Violation
6678,2021-06-07,UPDATE,Analyst,Financial,OK
6679,2022-05-11,VIEW,Admin,PII,OK
6680,2021-03-30,VIEW,Analyst,PII,OK
6681,2025-05-22,MODEL_RUN,Analyst,Financial,OK
6682,2023-08-30,DATA_MASK,System,Financial,OK
6683,2024-01-18,VIEW,Admin,PII,OK
6684,2021-06-06,DATA_MASK,System,Financial,OK
6685,2022-11-10,MODEL_RUN,System,PII,OK
6686,2025-12-14,VIEW,Analyst,Financial,OK
6687,2025-10-08,MODEL_RUN,System,Financial,OK
6688,2024-01-18,UPDATE,System,PII,OK
6689,2023-05-27,UPDATE,System,PII,OK
6690,2024-02-19,VIEW,Admin,PII,OK
6691,2024-09-12,VIEW,Analyst,PII,OK
6692,2024-05-07,DATA_MASK,Analyst,Financial,OK
6693,2022-11-18,MODEL_RUN,Analyst,Financial,OK
6694,2021-10-04,MODEL_RUN,Admin,Financial,OK
6695,2025-01-19,VIEW,Admin,PII,Violation
6696,2023-04-24,UPDATE,Analyst,Financial,OK
6697,2022-04-26,DATA_MASK,Admin,PII,OK
6698,2025-08-03,VIEW,Admin,PII,OK
6699,2025-02-22,MODEL_RUN,Analyst,PII,Violation
6700,2021-02-19,VIEW,Analyst,Financial,OK
6701,2022-11-06,MODEL_RUN,Admin,PII,OK
6702,2021-04-02,VIEW,Analyst,Financial,OK
6703,2024-02-17,UPDATE,Admin,PII,OK
6704,2022-06-28,DATA_MASK,System,PII,OK
6705,2021-03-29,VIEW,System,Financial,OK
6706,2021-08-11,MODEL_RUN,System,PII,Violation
6707,2021-08-13,MODEL_RUN,Analyst,PII,OK
6708,2021-03-12,UPDATE,Admin,Financial,OK
6709,2023-07-31,VIEW,Analyst,Financial,OK
6710,2025-12-18,MODEL_RUN,Analyst,PII,OK
6711,2021-07-02,DATA_MASK,System,Financial,Violation
6712,2021-09-07,MODEL_RUN,Analyst,PII,OK
6713,2024-04-29,VIEW,System,Financial,OK
6714,2021-06-17,VIEW,System,Financial,OK
6715,2025-11-12,VIEW,Analyst,Financial,OK
6716,2025-12-04,DATA_MASK,System,PII,OK
6717,2022-12-09,MODEL_RUN,System,PII,OK
6718,2024-04-28,DATA_MASK,Admin,Financial,OK
6719,2022-09-10,VIEW,System,PII,OK
6720,2024-02-28,VIEW,Analyst,Financial,OK
6721,2025-09-03,UPDATE,Admin,PII,OK
6722,2025-04-03,VIEW,Admin,PII,OK
6723,2024-04-06,DATA_MASK,Admin,PII,OK
6724,2025-01-16,MODEL_RUN,Analyst,Financial,OK
6725,2021-12-16,VIEW,Analyst,Financial,OK
6726,2023-06-20,UPDATE,System,Financial,Violation
6727,2023-08-28,DATA_MASK,Analyst,PII,OK
6728,2021-10-02,MODEL_RUN,Admin,Financial,Violation
6729,2021-09-28,DATA_MASK,System,PII,OK
6730,2021-09-18,UPDATE,System,Financial,OK
6731,2022-04-17,MODEL_RUN,Admin,Financial,OK
6732,2024-03-29,DATA_MASK,System,Financial,OK
6733,2024-01-10,VIEW,Analyst,Financial,OK
6734,2025-03-20,DATA_MASK,Analyst,Financial,OK
6735,2023-03-13,DATA_MASK,System,Financial,OK
6736,2025-11-07,DATA_MASK,Admin,Financial,OK
6737,2024-03-01,UPDATE,System,PII,OK
6738,2025-04-18,VIEW,System,Financial,OK
6739,2023-08-02,MODEL_RUN,Admin,PII,OK
6740,2023-05-04,UPDATE,Admin,Financial,Violation
6741,2021-09-09,MODEL_RUN,System,PII,OK
